scd,gender,age_grp,employee_yn,prime_yn,weekday,weekday2,total_qty,total_amt,event_product,product_amt,category_amt
20230114101660,1,2,0,0,5,0,2,18.587934008777843,2,2,1
20230114101697,1,2,0,0,5,0,2,20.117878513195176,2,2,1
20230114101727,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114101728,1,4,0,0,5,0,4,26.376506930993877,0,3,1
20230114101782,0,5,0,0,5,0,6,36.4841133459207,0,4,4
20230114101785,0,4,0,1,5,0,3,22.97732416181924,2,2,0
20230114101788,1,5,0,1,5,0,8,43.630309466071786,0,5,3
20230114101791,1,4,0,0,5,0,2,20.117878513195176,2,2,1
20230114101797,0,4,0,0,5,0,2,9.714805812589493,0,1,0
20230114101916,1,2,0,1,5,0,5,45.0372110227048,0,5,4
20230114101921,0,2,0,1,5,0,6,49.056207691241916,0,6,2
20230114101923,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114101950,1,3,0,1,5,0,2,10.878254718169137,0,1,1
20230114101952,1,3,0,1,5,0,2,20.05096349529336,2,2,2
20230114101964,1,2,0,0,5,0,2,20.117878513195176,2,2,0
20230114101965,1,2,0,0,5,0,3,31.155646186213428,2,3,2
20230114101966,1,2,0,0,5,0,2,20.094943545891702,2,2,2
20230114101985,0,4,0,1,5,0,17,105.67273702789468,1,13,7
20230114102024,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114102048,0,3,0,0,5,0,3,28.52286239842336,1,3,1
20230114102113,1,3,0,0,5,0,1,9.992047729515608,1,1,0
20230114102126,0,3,0,0,5,0,6,28.56922682105191,1,3,3
20230114102134,0,2,0,0,5,0,1,9.992047729515608,1,1,0
20230114102144,0,3,0,0,5,0,10,20.237263534301228,0,2,2
20230114102148,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114102158,0,4,0,0,5,0,4,26.633597355922475,0,3,2
20230114102163,0,4,0,0,5,0,2,12.122968172098574,1,1,1
20230114102176,1,4,0,1,5,0,2,20.22912296565258,2,2,1
20230114102193,0,3,0,1,5,0,7,51.98338431669555,0,6,6
20230114102241,0,3,0,0,5,0,2,10.96476135554887,1,1,1
20230114102244,0,4,0,0,5,0,1,10.10989177984604,1,1,0
20230114102252,1,3,0,0,5,0,2,20.220514007211463,2,2,1
20230114102265,0,5,0,1,5,0,21,143.96529868224596,0,18,15
20230114102274,1,2,0,0,5,0,1,10.125830783679568,1,1,0
20230114102322,1,2,0,0,5,0,2,19.65912217563617,1,2,2
20230114102337,0,4,0,0,5,0,9,75.64161704484803,0,9,7
20230114102340,1,2,0,0,5,0,2,20.117878513195176,2,2,2
20230114102341,0,4,0,0,5,0,6,53.185336351036604,0,6,5
20230114102368,0,3,0,0,5,0,15,10.4032320062913,0,1,1
20230114102381,1,2,0,0,5,0,2,19.65912217563617,1,2,0
20230114102443,1,3,0,0,5,0,1,10.125830783679568,1,1,1
20230114102446,1,4,0,1,5,0,25,124.40931431844417,2,15,12
20230114102470,0,6,0,1,5,0,1,11.629080509501229,1,1,1
20230114102491,1,2,0,0,5,0,2,20.30086704793689,2,2,2
20230114102565,1,3,0,0,5,0,1,10.30881931842128,1,1,1
20230114102628,0,3,0,0,5,0,1,9.992047729515608,1,1,1
20230114102635,1,4,0,0,5,0,4,37.700636685620616,0,4,1
20230114102726,1,5,0,0,5,0,8,20.028715722735104,0,2,1
20230114102738,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114102749,0,2,0,0,5,0,2,10.599605316540906,0,1,1
20230114102847,0,3,0,0,5,0,24,167.34684480121632,0,20,14
20230114102910,0,2,0,0,5,0,2,16.188634353698916,0,2,0
20230114102912,0,4,0,0,5,0,21,89.49193546905738,0,11,7
20230114102962,0,3,0,0,5,0,1,10.25769445336048,0,1,1
20230114102964,1,5,0,0,5,0,10,50.60104934165625,0,6,5
20230114103022,1,1,0,0,5,0,1,9.992047729515608,1,1,1
20230114103100,0,6,0,0,5,0,1,11.38737357979909,1,1,1
20230114103110,1,6,0,1,5,0,1,11.452984359503262,1,1,0
20230114103119,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114103240,1,4,0,0,5,0,2,18.103204768425005,1,2,0
20230114103246,1,2,0,1,5,0,1,11.664942441499328,1,1,1
20230114103254,1,5,0,0,5,0,10,44.62223312757424,0,5,3
20230114103262,1,3,0,0,5,0,1,10.30881931842128,1,1,1
20230114103307,0,4,0,1,5,0,13,87.50869658998901,0,10,7
20230114103329,0,4,0,0,5,0,1,10.176411254012365,1,1,1
20230114103336,0,3,0,0,5,0,5,44.47398158987027,0,5,3
20230114103343,1,3,0,1,5,0,4,33.363086530752085,0,4,1
20230114103384,1,2,0,0,5,0,1,9.992047729515608,1,1,1
20230114103388,1,4,0,0,5,0,18,134.16446521161527,0,16,11
20230114103443,0,5,0,0,5,0,18,120.74264353416609,0,15,9
20230114103487,0,4,0,1,5,0,2,18.21497113445963,0,2,1
20230114103489,0,3,0,0,5,0,2,18.514638746340356,0,2,1
20230114103513,1,2,0,0,5,0,6,30.84287016476778,0,3,2
20230114103541,1,2,0,0,5,0,7,39.27574300515909,0,5,3
20230114103552,0,3,0,1,5,0,16,11.942738410793584,0,1,0
20230114103554,0,6,0,1,5,0,1,11.008048777806648,1,1,0
20230114103555,1,3,0,0,5,0,1,10.125830783679568,1,1,0
20230114103618,0,4,0,0,5,0,3,28.82081723258811,1,3,2
20230114103643,1,2,0,0,5,0,2,20.117878513195176,2,2,1
20230114103690,0,4,0,0,5,0,3,26.916254179712162,3,3,2
20230114103692,0,5,0,1,5,0,6,27.917850045884993,0,3,1
20230114103709,0,4,0,1,5,0,2,17.7378044963126,0,2,1
20230114103780,0,2,0,0,5,0,1,9.992047729515608,1,1,0
20230114103805,1,2,0,0,5,0,1,10.125830783679568,1,1,0
20230114103847,1,3,0,0,5,0,2,20.00662638110294,2,2,1
20230114103894,0,4,0,0,5,0,4,34.548895103281055,0,4,3
20230114103904,0,4,0,1,5,0,36,154.02133163138998,1,19,15
20230114103906,1,3,0,1,5,0,3,26.093971320798886,0,3,2
20230115103948,0,3,0,0,6,0,6,10.41980805178408,0,1,1
20230115103961,1,4,0,1,6,0,30,187.02095280177653,0,23,11
20230115103971,1,3,0,0,6,0,1,10.156306404160087,1,1,1
20230115104051,0,4,0,0,6,0,2,11.928149466466664,1,1,0
20230115104061,0,2,0,0,6,0,5,45.06185308981563,1,5,1
20230115104062,0,3,0,0,6,0,3,26.704687661171914,1,3,1
20230115104097,0,2,0,0,6,0,1,9.992047729515608,1,1,0
20230115104118,1,3,0,0,6,0,1,9.992047729515608,1,1,0
20230115104144,1,2,0,0,6,0,1,10.125830783679568,1,1,0
20230115104185,1,5,0,1,6,0,17,50.258606315157536,0,6,4
20230115104224,0,2,0,0,6,0,7,26.41185787984906,0,3,2
20230115104236,0,6,0,1,6,0,7,42.604977313271604,0,5,3
20230115104280,0,4,0,0,6,0,9,42.050722064098146,0,5,4
20230115104299,1,3,0,0,6,0,9,29.438591081243196,0,3,0
20230115104308,0,5,0,1,6,0,36,167.51827267646152,0,22,15
20230115104309,0,3,0,0,6,0,8,67.29391080150907,1,8,3
20230115104328,0,4,0,1,6,0,1,11.357253628771032,1,1,1
20230115104358,0,3,0,0,6,0,1,11.21142840348472,1,1,0
20230115104359,0,6,0,1,6,0,1,9.248599084093271,1,1,0
20230115104393,0,5,0,1,6,0,23,113.49426993005312,0,14,9
20230115104405,1,2,0,0,6,0,1,9.992047729515608,1,1,1
20230115104443,1,4,0,1,6,0,30,161.7339014081014,0,20,14
20230115104502,0,2,0,1,6,0,2,11.05881093278828,1,1,1
20230115104568,1,2,0,0,6,0,2,20.117878513195176,2,2,0
20230115104575,1,4,0,0,6,0,10,80.09112792076338,0,9,9
20230115104579,0,4,0,1,6,0,5,36.702737866159474,0,4,2
20230115104583,1,2,0,0,6,0,6,12.229989347423585,1,1,0
20230115104602,1,2,0,0,6,0,1,9.992047729515608,1,1,1
20230115104645,1,2,0,0,6,0,2,20.30086704793689,2,2,2
20230115104663,1,3,0,0,6,0,27,84.70616955391611,0,9,6
20230115104671,1,4,0,1,6,0,11,9.72704865890033,0,1,0
20230115104700,1,4,0,0,6,0,1,10.125830783679568,1,1,0
20230115104702,1,2,0,0,6,0,1,10.125830783679568,1,1,1
20230115104710,1,2,0,0,6,0,1,9.992047729515608,1,1,0
20230115104712,1,3,0,0,6,0,1,9.992047729515608,1,1,1
20230115104715,1,6,0,0,6,0,1,10.176411254012365,1,1,0
20230115104722,0,4,0,0,6,0,4,36.123731905742076,0,4,2
20230115104729,1,3,0,1,6,0,3,30.20898998956676,3,3,3
20230115104735,1,3,0,0,6,0,1,9.992047729515608,1,1,1
20230115104739,1,4,0,0,6,0,34,46.23231989923423,0,5,3
20230115104751,0,5,0,0,6,0,12,80.53975574990334,0,10,7
20230115104763,0,5,0,1,6,0,2,19.96965470291218,1,2,2
20230115104786,1,4,0,1,6,0,4,28.73075361842679,1,3,2
20230115104796,1,3,0,0,6,0,2,20.220514007211463,2,2,2
20230115104819,0,6,0,1,6,0,23,149.6858796213185,0,19,11
20230115104864,0,6,0,1,6,0,1,11.008048777806648,1,1,0
20230115104948,0,3,0,1,6,0,39,176.14560276655007,1,22,13
20230115104950,0,4,0,0,6,0,42,254.40733984112953,0,31,23
20230115105081,0,5,0,0,6,0,2,18.0821403842381,0,2,2
20230115105087,0,5,0,0,6,0,2,18.63749249163994,0,2,2
20230115105090,0,5,0,1,6,0,25,171.3386991915437,0,22,14
20230115105165,1,3,0,0,6,0,1,10.043379921188018,1,1,0
20230115105221,0,4,0,0,6,0,5,20.245956219042867,0,2,1
20230115105302,1,3,0,0,6,0,1,10.125830783679568,1,1,1
20230115105324,0,4,0,0,6,0,7,21.209069424983184,2,2,1
20230115105397,1,6,0,1,6,0,3,27.434207810473023,0,3,2
20230115105403,0,3,0,0,6,0,1,10.455675824642752,0,1,1
20230115105471,0,3,0,0,6,0,2,19.63768934092748,1,2,1
20230115105488,1,3,0,1,6,0,10,73.74443863382469,3,8,7
20230115105578,0,2,0,0,6,0,1,10.455675824642752,0,1,1
20230115105632,1,3,0,0,6,0,3,26.8585829507603,1,3,2
20230115105671,1,5,0,0,6,0,1,11.178920182912805,1,1,0
20230115105676,0,2,0,0,6,0,37,20.355099364733945,1,2,2
20230115105778,0,6,0,1,6,0,5,29.27047067603985,0,3,2
20230115105811,1,3,0,0,6,0,24,35.20569032432996,1,4,1
20230115105839,0,3,0,0,6,0,2,17.13021006713443,0,2,2
20230115105840,0,3,0,0,6,0,5,18.809614702440946,1,2,2
20230115105853,1,3,0,1,6,0,1,9.919508528590306,1,1,0
20230115105878,1,3,0,1,6,0,8,46.513287244758715,0,5,1
20230115105897,1,4,0,1,6,0,1,11.10633972919336,1,1,1
20230115105909,0,3,0,0,6,0,8,35.95385743661179,1,4,4
20230115105912,1,3,0,0,6,0,17,92.21780633166304,0,11,8
20230115105946,0,4,0,0,6,0,6,51.76407368056647,1,6,3
20230115105982,1,6,0,1,6,0,1,11.612635044119203,1,1,1
20230115105994,1,3,0,1,6,0,5,27.773800634377146,0,3,3
20230115106021,1,2,0,0,6,0,1,9.992047729515608,1,1,0
20230115106022,0,4,0,1,6,0,4,27.67178399384961,0,3,3
20230115106060,0,3,0,0,6,0,10,68.26967090262909,0,8,6
20230115106065,1,3,0,0,6,0,1,9.018089684104345,1,1,1
20230115106105,0,5,0,1,6,0,1,9.997296606214183,1,1,1
20230115106142,1,4,0,0,6,0,9,64.14420111767457,7,8,7
20230115106168,0,4,0,0,6,0,3,26.773111829675976,1,3,1
20230115106172,1,3,0,0,6,0,2,19.326951628397133,2,2,0
20230115106238,0,4,0,0,6,0,3,27.443501212224028,0,3,1
20230115106254,0,3,0,1,6,0,3,25.933692845273974,0,3,3
20230115106264,1,4,0,1,6,0,8,11.724336458207402,1,1,1
20230115106301,1,3,0,0,6,0,2,10.81895794802638,1,1,0
20230115106328,1,2,0,0,6,0,1,10.125830783679568,1,1,1
20230115106344,0,4,0,0,6,0,5,28.40888508984277,0,3,2
20230115106464,1,5,0,0,6,0,5,34.16250853397207,0,4,3
20230115106477,1,3,0,0,6,0,1,9.992047729515608,1,1,0
20230115106489,0,4,0,0,6,0,15,84.6913539798511,0,10,8
20230115106506,0,5,0,0,6,0,1,11.178920182912805,1,1,0
20230115106512,0,3,0,1,6,0,6,43.43967153621329,0,5,2
20230115106598,1,4,0,1,6,0,1,11.10633972919336,1,1,0
20230115106603,0,4,0,0,6,0,1,9.0455836463617,0,1,0
20230115106621,1,2,0,0,6,0,1,9.992047729515608,1,1,1
20230115106630,0,2,0,0,6,0,1,10.389026137075234,0,1,0
20230115106637,1,2,0,0,6,0,2,20.117878513195176,2,2,1
20230115106646,0,2,0,0,6,0,7,42.6693823870625,0,5,4
20230115106653,1,3,0,1,6,0,2,17.958003554681834,0,2,1
20230115106709,1,3,0,1,6,0,2,9.605283652624763,0,1,0
20230115106714,0,4,0,0,6,0,22,114.82636970702318,1,14,9
20230115106751,0,3,0,0,6,0,2,9.796848442046416,0,1,1
20230115106753,0,4,0,1,6,0,5,11.87861664026066,1,1,1
20230115106802,0,5,0,0,6,0,10,27.99275730713711,0,3,3
20230115106834,1,4,0,1,6,0,11,46.850591462513236,0,5,3
20230115106846,1,3,0,0,6,0,1,10.043379921188018,1,1,1
20230115106885,1,4,0,1,6,0,6,50.03185601188718,0,6,4
20230115106889,1,3,0,0,6,0,1,11.235008887808728,1,1,0
20230115106896,1,3,0,0,6,0,1,10.043379921188018,1,1,0
20230115106898,0,4,0,0,6,0,10,12.740813018453595,1,1,1
20230115106949,1,5,0,1,6,0,5,11.739630666072992,1,1,0
20230115106958,0,5,0,0,6,0,4,37.20036862165715,0,4,4
20230115107003,0,4,0,0,6,0,2,20.678038368184218,1,2,1
20230115107171,0,4,0,0,6,0,2,20.02252313934168,0,2,0
20230115107177,0,4,0,1,6,0,28,156.08071351328678,0,19,14
20230115107251,1,5,0,1,6,0,1,11.097879607705169,1,1,0
20230115107360,1,4,0,1,6,0,26,100.22920670950444,1,11,8
20230115107371,0,3,0,1,6,0,11,29.502378093291682,0,3,3
20230115107581,1,5,0,1,6,0,1,10.888725821536315,1,1,1
20230115107709,1,3,0,1,6,0,5,41.3511774280964,0,5,4
20230115107737,1,4,0,1,6,0,5,10.745184040199312,0,1,1
20230115107741,1,4,0,0,6,0,2,18.5568873387804,0,2,2
20230115107797,0,2,0,0,6,0,1,10.176411254012365,1,1,0
20230115107832,1,4,0,1,6,0,4,33.29456799550998,0,4,1
20230115107892,1,4,0,1,6,0,6,51.73958713377624,0,6,3
20230115107906,0,4,0,1,6,0,1,11.162431380106575,1,1,1
20230115107979,0,4,0,0,6,0,1,10.438517864998936,0,1,1
20230115108005,1,4,0,1,6,0,8,12.75922760720336,1,1,1
20230115108028,0,3,0,0,6,0,5,18.60752480877291,0,2,2
20230115108045,0,4,0,0,6,0,5,43.797321954138425,0,5,4
20230115108126,1,6,0,0,6,0,7,11.836319698953927,1,1,1
20230115108127,0,2,0,0,6,0,5,12.090863793817531,1,1,1
20230115108218,0,3,0,1,6,0,4,12.08262170259144,0,1,1
20230115108262,0,4,0,0,6,0,5,44.78400107832013,0,5,3
20230115108270,1,4,0,1,6,0,14,53.12564694632813,0,6,3
20230115108289,0,4,0,0,6,0,1,9.906483061515926,0,1,1
20230115108319,1,4,0,0,6,0,8,10.96103476158564,1,1,1
20230115108415,0,4,0,0,6,0,1,9.992047729515608,1,1,0
20230115108451,1,3,0,1,6,0,6,13.05034951875587,1,1,1
20230115108523,1,6,0,1,6,0,9,12.699963685229251,1,1,1
20230115108543,0,3,0,0,6,0,11,12.503956254904,1,1,1
20230115108577,0,3,0,0,6,0,1,9.991818891326092,1,1,0
20230115108592,0,3,0,0,6,0,5,38.144335313153135,0,5,3
20230115108609,0,6,0,1,6,0,1,10.103812733769658,1,1,1
20230115108629,0,3,0,1,6,0,15,84.83866633843502,0,10,7
20230115108635,1,3,0,0,6,0,1,9.992047729515608,1,1,0
20230115108637,0,4,0,1,6,0,10,85.408898999135,0,10,9
20230115108678,1,4,0,1,6,0,6,10.622716624094574,0,1,1
20230115108679,1,2,0,0,6,0,2,20.117878513195176,2,2,0
20230115108736,0,6,0,1,6,0,3,10.49562584646259,1,1,0
20230115108759,1,4,0,0,6,0,2,19.764172924714984,2,2,1
20230115108837,0,5,0,1,6,0,24,13.492415447288735,1,1,0
20230115108852,1,4,0,0,6,0,1,11.00011453846092,1,1,1
20230115108943,0,5,0,1,6,0,8,36.03581926525709,0,4,4
20230115109001,1,5,0,0,6,0,15,88.78210310987905,0,11,8
20230115109041,1,4,0,0,6,0,5,44.19339571821883,0,5,4
20230115109115,0,3,0,0,6,0,2,10.891037918182654,1,1,1
20230115109133,1,5,0,0,6,0,25,25.746596251386897,2,2,2
20230115109137,0,5,0,1,6,0,31,136.41198447129497,0,17,9
20230115109169,1,2,0,0,6,0,1,9.992047729515608,1,1,0
20230115109229,1,3,0,0,6,0,10,43.071768539986266,0,5,5
20230115109238,1,3,0,0,6,0,7,26.56336305451144,0,3,2
20230115109257,1,3,0,0,6,0,3,27.43606603527713,1,3,2
20230115109277,1,3,0,1,6,0,1,9.49408972140025,0,1,0
20230115109285,0,3,0,1,6,0,4,18.445524135418935,0,2,1
20230115109309,1,3,0,0,6,0,1,11.771482491094766,1,1,0
20230115109333,1,4,0,0,6,0,1,10.104998803723223,1,1,0
20230115109485,1,5,0,0,6,0,6,9.144307401371744,0,1,1
20230115109493,1,3,0,1,6,0,3,19.790410054065386,0,2,2
20230115109540,1,3,0,0,6,0,1,10.455675824642752,0,1,1
20230115109653,1,2,0,0,6,0,1,9.992047729515608,1,1,1
20230115109807,1,6,0,1,6,0,4,38.474110839978806,4,4,1
20230115109813,0,4,0,0,6,0,3,19.556483612729522,1,2,1
20230115109827,0,2,0,0,6,0,1,9.992047729515608,1,1,0
20230115109958,0,2,0,0,6,0,4,36.906306335248814,0,4,3
20230115110026,1,4,0,0,6,0,12,52.12423449010458,0,6,2
20230115110036,0,4,0,1,6,0,3,19.864469172990738,0,2,1
20230115110068,1,3,0,1,6,0,3,12.2049420065988,1,1,1
20230115110092,1,2,0,1,6,0,29,64.28367997246117,0,7,4
20230115110115,0,5,0,0,6,0,6,29.18320366502614,0,3,2
20230115110131,1,4,0,0,6,0,5,18.69765310411887,0,2,2
20230115110228,0,2,0,0,6,0,1,10.125830783679568,1,1,1
20230115110296,0,4,0,0,6,0,17,91.80093639814318,0,11,4
20230115110311,0,3,0,0,6,0,2,16.884181023317083,0,2,2
20230115110318,0,2,0,1,6,0,1,11.357253628771032,1,1,0
20230115110324,0,3,0,0,6,0,2,16.815203029572285,0,2,2
20230115110361,1,4,0,1,6,0,1,9.317489287493226,1,1,0
20230115110460,0,4,0,0,6,0,1,11.33117574464663,1,1,1
20230115110495,1,3,0,0,6,0,1,9.992047729515608,1,1,1
20230115110584,0,5,0,1,6,0,16,83.62592792866324,0,10,5
20230115110664,0,5,0,1,6,0,5,19.314494429056587,1,2,2
20230115110668,0,4,0,1,6,0,2,20.080926015126412,2,2,1
20230115110699,1,5,0,0,6,0,3,12.27752316120077,1,1,0
20230115110719,0,3,0,1,6,0,1,9.311813340906816,1,1,1
20230115110722,1,5,0,0,6,0,1,10.455675824642752,0,1,1
20230115110736,1,4,0,0,6,0,5,12.844436237178694,1,1,1
20230115110740,0,2,0,0,6,0,6,43.186512974217194,4,5,1
20230115110824,0,4,0,1,6,0,3,18.857976744288763,0,2,0
20230115110849,0,4,0,0,6,0,2,10.789422164395384,1,1,1
20230115110901,0,4,0,0,6,0,1,10.104998803723223,1,1,1
20230115110925,0,2,0,0,6,0,17,117.06982556215937,0,14,10
20230115110946,0,5,0,0,6,0,4,17.964619798177157,0,2,0
20230115110995,1,4,0,0,6,0,6,44.88405666219406,0,5,2
20230115111023,0,4,0,0,6,0,5,46.44734179678841,0,5,3
20230115111027,1,4,0,1,6,0,3,12.357204487534087,1,1,1
20230115111034,0,4,0,1,6,0,4,36.212161745632,0,4,3
20230115111124,0,4,0,0,6,0,43,209.52213392077502,4,26,20
20230115111126,1,4,0,1,6,0,3,24.560066717081128,0,3,1
20230115111127,0,4,0,0,6,0,26,181.76894860401592,1,23,18
20230115111219,0,4,0,0,6,0,8,38.292693995302905,1,4,4
20230115111266,0,5,0,0,6,0,2,9.99884318585288,0,1,1
20230115111280,0,2,0,0,6,0,10,78.75540090845767,0,9,4
20230115111323,0,4,0,1,6,0,9,81.03283535886881,3,9,6
20230115111413,0,2,0,0,6,0,13,91.92841979565796,0,11,9
20230115111451,0,4,0,0,6,0,13,61.426470033617875,1,7,6
20230115111494,0,4,0,1,6,0,4,11.345606799854195,1,1,1
20230115111583,0,2,0,1,6,0,6,10.364324293957049,0,1,1
20230115111590,0,4,0,0,6,0,1,10.202814064582626,1,1,1
20230115111656,1,3,0,1,6,0,28,12.874583836896612,1,1,0
20230115111701,0,5,0,1,6,0,6,41.19937333340948,0,5,4
20230115111743,0,4,0,0,6,0,1,10.05517806577656,1,1,0
20230115111744,0,4,0,0,6,0,11,93.34615126312097,0,11,5
20230115111807,1,4,0,1,6,0,11,55.76406003020401,0,7,5
20230115111888,0,4,0,1,6,0,19,99.25801529613022,0,11,5
20230115111906,0,4,0,0,6,0,2,19.050015225235644,0,2,0
20230115111907,0,4,0,1,6,0,25,83.6869161322747,1,10,7
20230115111918,0,4,0,1,6,0,4,33.60372356182556,1,4,4
20230115111982,0,6,0,1,6,0,4,17.960155064698597,0,2,1
20230115112001,1,2,0,0,6,0,1,10.177134086023443,1,1,1
20230115112034,1,3,0,0,6,0,1,11.31167793650524,1,1,0
20230115112069,0,4,0,1,6,0,27,114.06870451499859,0,14,5
20230115112082,0,5,0,1,6,0,4,19.312271491308977,0,2,1
20230115112114,1,4,0,0,6,0,1,10.156306404160087,1,1,1
20230115112150,0,5,0,0,6,0,5,26.147232151437866,0,3,1
20230115112177,0,4,0,0,6,0,4,27.661836294629623,0,3,3
20230115112197,0,4,0,1,6,0,6,42.70260558982325,0,5,2
20230115112206,0,4,0,1,6,0,1,11.60387159067302,1,1,1
20230115112216,0,4,0,0,6,0,1,9.55400099583723,0,1,1
20230115112232,0,4,0,0,6,0,8,54.69063575990727,0,6,4
20230115112242,1,4,0,0,6,0,5,44.78174622013396,0,5,4
20230115112292,0,4,0,0,6,0,3,18.90363524742014,0,2,2
20230115112303,0,5,0,1,6,0,5,25.3063437580576,0,3,1
20230115112310,0,4,0,0,6,0,18,142.25688298228752,0,18,12
20230115112366,0,3,0,0,6,0,1,9.70448768268936,0,1,1
20230115112498,0,2,0,1,6,0,11,11.990791851563428,1,1,1
20230115112526,0,4,0,1,6,0,4,36.905566262579725,0,4,2
20230115112543,0,5,0,1,6,0,3,19.227344592149528,0,2,1
20230115112664,0,4,0,0,6,0,1,9.62601980249132,0,1,1
20230115112666,1,4,0,1,6,0,3,18.13766841790983,0,2,0
20230115112781,0,3,0,1,6,0,1,10.127710521069902,0,1,1
20230115112841,0,3,0,0,6,0,8,55.96218644651506,0,7,5
20230115112867,0,5,0,0,6,0,1,10.389026137075234,0,1,1
20230115112914,0,3,0,1,6,0,20,10.219501947254944,0,1,0
20230115112918,0,2,0,0,6,0,9,37.8378562087171,1,4,3
20230115112921,1,5,0,0,6,0,13,23.3688356556941,2,2,2
20230115112935,0,4,0,1,6,0,28,169.39203541312716,0,21,13
20230115113004,0,3,0,1,6,0,35,246.35438533415416,0,31,21
20230115113067,0,3,0,0,6,0,2,17.799628618129386,0,2,1
20230115113109,1,3,0,0,6,0,1,9.965334955862208,1,1,0
20230115113111,0,4,0,1,6,0,6,34.02502763987486,0,4,4
20230115113118,0,4,0,1,6,0,12,91.03714004513273,1,11,9
20230115113124,0,4,0,0,6,0,21,157.8352748232136,0,19,14
20230115113132,1,3,0,1,6,0,14,49.33791397615719,0,6,5
20230115113143,0,4,0,1,6,0,25,94.23886989884892,4,11,8
20230115113161,0,5,0,0,6,0,11,68.15264176578616,0,8,3
20230115113166,0,3,0,1,6,0,1,11.748677198059127,1,1,1
20230115113184,1,2,0,0,6,0,12,75.79442518553182,0,9,7
20230115113192,1,4,0,0,6,0,4,27.76050707329638,0,3,1
20230115113196,0,4,0,1,6,0,1,11.008048777806648,1,1,1
20230116113327,0,3,0,1,0,1,15,107.00440948289025,0,13,8
20230116113362,0,2,0,0,0,1,1,10.176411254012365,1,1,1
20230116113382,0,5,0,1,0,1,19,132.91507193077484,0,15,12
20230116113426,1,5,0,0,0,1,3,12.33361237393114,1,1,1
20230116113456,1,4,0,1,0,1,20,45.40992077033269,0,5,4
20230116113498,0,2,0,0,0,1,2,21.78285694649967,0,2,1
20230116113502,0,5,0,1,0,1,1,9.013595294516504,0,1,1
20230116113504,1,2,0,1,0,1,17,96.77795679615767,6,12,6
20230116113517,1,3,0,0,0,1,1,10.043379921188018,1,1,1
20230116113533,0,3,0,0,0,1,1,10.817796321618973,1,1,1
20230116113593,0,4,0,1,0,1,7,50.629986725260224,0,6,4
20230116113611,0,4,0,1,0,1,1,11.162431380106575,1,1,0
20230116113674,0,4,0,0,0,1,11,82.72408387818044,0,9,8
20230116113676,0,4,0,1,0,1,2,20.36896858405863,1,2,1
20230116113679,0,4,0,0,0,1,1,10.1251099474784,1,1,0
20230116113770,0,4,0,1,0,1,40,29.553183596931056,0,3,3
20230116113864,1,4,0,1,0,1,4,11.659973840178967,1,1,1
20230116113866,0,5,0,0,0,1,1,9.994287576862568,1,1,0
20230116113917,0,4,0,1,0,1,2,19.901536504610597,0,2,2
20230116113922,1,3,0,0,0,1,22,12.684791313266564,1,1,1
20230116113937,0,5,0,1,0,1,26,159.4286989323855,0,20,15
20230116113952,1,1,0,0,0,1,1,9.992047729515608,1,1,0
20230116113961,0,4,0,0,0,1,6,51.65109832037837,0,6,5
20230116113973,1,4,0,1,0,1,2,20.60888027334024,1,2,1
20230116113991,0,4,0,0,0,1,14,91.61878895204164,1,11,6
20230116113996,1,2,0,0,0,1,1,9.992047729515608,1,1,0
20230116114001,0,4,0,1,0,1,26,119.96164650255507,0,14,10
20230116114003,1,3,0,0,0,1,1,9.992047729515608,1,1,1
20230116114005,0,5,0,1,0,1,8,13.436684946524982,1,1,0
20230116114006,0,3,0,0,0,1,14,104.03618949806392,1,13,9
20230116114036,0,4,0,0,0,1,40,20.866642740945583,0,2,2
20230116114052,0,5,0,1,0,1,30,136.21165277400112,3,16,13
20230116114079,1,3,0,1,0,1,16,49.73097477685153,3,6,3
20230116114108,0,6,0,1,0,1,32,73.34994509424625,0,9,7
20230116114181,1,2,0,1,0,1,16,40.504234643072415,0,5,2
20230116114238,1,2,0,0,0,1,2,18.925492480494697,1,2,1
20230116114276,1,3,0,1,0,1,48,32.10044690803544,0,3,1
20230116114285,0,4,0,1,0,1,5,34.223027025549754,0,4,3
20230116114297,0,4,0,0,0,1,7,21.77596808425669,2,2,1
20230116114360,0,5,0,0,0,1,2,17.905389162626776,0,2,1
20230116114419,0,4,0,1,0,1,4,19.93962607430032,2,2,2
20230116114446,1,5,0,0,0,1,19,46.456687994125986,0,5,2
20230116114542,1,3,0,0,0,1,1,11.889997957243736,1,1,0
20230116114551,0,3,0,0,0,1,2,10.041552403492023,0,1,1
20230116114575,1,4,0,0,0,1,11,66.18502382009035,0,8,6
20230116114622,1,4,0,0,0,1,4,11.773264603330286,1,1,0
20230116114664,0,5,0,1,0,1,9,72.62365366889853,0,9,5
20230116114835,1,3,0,1,0,1,3,28.970470075472285,1,3,1
20230116114858,0,4,0,1,0,1,47,243.62379634430732,0,30,19
20230116114973,0,5,0,1,0,1,16,81.92509786413724,0,10,7
20230116115005,0,2,0,0,0,1,1,10.197909361850968,1,1,1
