scd,gender,age_grp,order_date,total_qty,total_amt,most_product,event_product,num_category,prime_yn
20230111076505,0,2,1,29,174.99719388078736,1,0,20,1
20230111076964,0,2,1,21,165.50435043403135,3,3,18,1
20230111077216,0,5,1,6,53.20727566500705,1,0,6,1
20230111077501,0,4,1,8,78.3821628198531,0,3,8,0
20230111077502,1,3,1,12,68.70658443812066,3,0,7,0
20230111077503,1,4,1,27,180.8977547128478,0,2,20,1
20230111077679,1,3,1,3,13.36104793919188,3,1,1,0
20230111077861,0,4,1,7,35.55735575404242,3,3,3,0
20230111078216,0,5,1,1,10.56522146239033,1,1,1,1
20230111078401,1,3,1,5,31.335370056152346,2,2,3,1
20230112078968,1,5,1,36,47.74007444858988,1,4,4,1
20230112079263,1,4,1,2,20.687609742823007,2,2,2,1
20230112079453,0,4,1,18,70.83777716058592,1,0,7,0
20230112079545,1,3,1,2,21.994117352216,1,2,2,1
20230112079667,0,3,1,2,12.897951522132578,3,1,1,1
20230112079680,1,4,1,1,9.874213209832131,1,1,1,1
20230112079772,0,2,1,8,12.68869939193746,1,1,1,0
20230112079862,0,2,1,1,10.686064017922495,1,1,1,0
20230112079897,0,3,1,1,12.396296232219983,3,1,1,0
20230112079913,1,3,1,3,32.26913861444948,1,3,3,0
20230112079940,0,4,1,37,155.82552776229903,0,0,18,1
20230112080414,1,3,1,15,12.267995248134376,1,1,1,1
20230112080677,1,3,1,1,10.016548344820142,1,0,1,1
20230112080764,1,2,1,2,20.968424782052864,1,2,2,0
20230112080792,1,2,1,3,20.473791131052305,0,1,2,1
20230112080980,0,5,1,15,19.857058482680614,3,0,2,1
20230112081163,0,3,1,13,12.849782702687689,1,1,1,1
20230112081531,0,3,1,1,12.29254846246645,3,1,1,1
20230112081580,0,4,1,2,11.65620295967385,3,1,1,0
20230112081713,0,4,1,10,10.357774570341576,0,0,1,0
20230112081742,1,4,1,1,11.51505319973629,1,1,1,1
20230112081782,1,4,1,1,10.56522146239033,1,1,1,1
20230112081814,1,3,1,14,87.69935530078911,0,1,9,1
20230112082106,1,3,1,21,98.83150999783561,3,0,11,1
20230112082478,0,4,1,1,10.56522146239033,1,1,1,1
20230112082563,1,4,1,10,12.335569033461384,1,1,1,1
20230112082727,0,2,1,8,35.23257307151362,1,3,3,1
20230112082803,1,2,1,20,25.235276558374206,1,2,2,1
20230112082834,0,5,1,1,10.395405548374493,1,1,1,0
20230112082906,0,2,1,1,10.692308483164355,0,0,1,1
20230112083049,1,5,1,29,13.585704863776511,1,1,1,0
20230112083106,1,5,1,24,13.487207859605109,1,1,1,1
20230112083159,1,3,1,2,20.483676233903097,1,2,2,1
20230112083344,0,3,1,3,11.162956556656033,1,0,1,0
20230112083659,0,3,1,2,11.65620295967385,3,1,1,0
20230112083901,0,4,1,1,12.29254846246645,3,1,1,1
20230112084094,0,3,1,1,11.465257171268728,2,1,1,1
20230112084196,1,3,1,2,10.650483509456365,3,0,1,1
20230112084506,0,2,1,5,41.35426275320194,1,1,4,0
20230112084568,0,2,1,4,11.576472870114568,2,1,1,0
20230112084763,1,4,1,15,64.52838889581669,3,1,7,1
20230112084840,1,3,1,1,10.411629578672915,2,1,1,0
20230112085022,0,4,1,2,20.7957510598688,1,2,2,1
20230112085060,0,5,1,4,20.670250402632043,2,1,2,1
20230112085211,0,3,1,25,115.78792023017844,0,0,13,1
20230112085288,1,2,1,1,11.512635422912098,3,1,1,1
20230112085475,1,3,1,1,10.064372648053766,1,0,1,0
20230112085526,1,2,1,16,34.78202627924445,2,2,3,0
20230112085829,1,3,1,7,35.42569002251274,3,3,3,1
20230112085834,1,5,1,12,34.11117404357549,1,3,3,1
20230112085862,0,2,1,31,132.91580966781908,0,0,15,0
20230112085871,1,3,1,5,12.363529283223176,1,1,1,0
20230112085885,1,3,1,21,137.99447413659863,1,1,15,1
20230112085981,1,4,1,30,168.29557729639325,1,0,18,1
20230112086222,0,4,1,7,39.634606130978945,2,2,4,0
20230112086329,0,2,1,1,9.955178267941482,3,0,1,0
20230112086347,0,3,1,12,12.839727219552548,1,1,1,0
20230112086462,1,5,1,1,10.367158673708657,2,1,1,1
20230112086567,1,2,1,14,104.24503529011547,1,0,11,0
20230112086621,0,4,1,1,10.401288725179366,2,1,1,0
20230112086640,1,4,1,1,10.228826616165009,2,1,1,1
20230112086693,0,4,1,1,9.51148146411212,0,0,1,1
20230112086715,0,3,1,1,9.65739517984351,0,1,1,1
20230112086774,1,3,1,8,72.66325286775307,0,1,8,0
20230112086777,0,3,1,2,11.10476171881173,2,1,1,0
20230112086828,1,5,1,20,43.897275884429966,1,4,4,1
20230112086849,0,3,1,1,11.358596435906357,1,1,1,0
20230112086858,1,5,1,1,10.267157970987247,2,1,1,0
20230112086871,0,5,1,2,9.62951112714046,0,1,1,0
20230112087103,0,3,1,1,12.20954162166892,3,1,1,1
20230112087210,1,2,1,6,46.09565518867935,0,0,5,0
20230112087373,1,5,1,6,32.193838146757,1,3,3,1
20230112087431,1,3,1,30,221.08843298693034,2,1,26,0
20230112087441,1,3,1,1,11.159587803248082,3,1,1,1
20230112087485,1,4,1,13,100.71428855631959,2,1,11,0
20230112087579,1,5,1,5,22.930633367946967,1,2,2,1
20230112087624,1,5,1,1,10.56522146239033,1,1,1,1
20230112087689,1,3,1,41,164.38278352234082,0,1,19,1
20230112087787,0,3,1,4,20.638362147404074,0,0,2,0
20230112087798,1,3,1,4,34.48467165639415,3,3,3,0
20230112087799,0,3,1,1,11.597275804538212,1,1,1,0
20230112087804,0,2,1,1,10.364135049357838,1,1,1,0
20230112087840,1,3,1,4,10.429664735806556,0,1,1,0
20230113087951,0,3,1,5,39.50921462131722,2,1,4,0
20230113088117,1,3,1,2,11.396043273431912,0,0,1,1
20230113088124,0,3,1,2,21.933325410947994,1,2,2,1
20230113088152,1,3,1,3,35.196203170736766,3,3,3,1
20230113088160,1,2,1,23,179.56895795858625,0,5,19,1
20230113088231,0,4,1,13,105.89354153647996,0,4,12,1
20230113088237,0,3,1,1,12.270628354020042,3,1,1,1
20230113088252,1,3,1,5,19.666552384556304,0,0,2,0
20230113088376,0,3,1,3,10.606857304116248,1,0,1,1
20230113088480,0,4,1,1,10.905423728938777,3,1,1,1
20230113088481,1,2,1,1,12.307129915493164,3,1,1,1
20230113088607,0,5,1,1,9.850192255477904,1,0,1,1
20230113088758,0,2,1,30,150.4668305688659,0,0,17,0
20230113088817,0,5,1,17,116.13446730559929,1,1,12,0
20230113088886,1,4,1,1,9.989389981536831,1,0,1,1
20230113088903,0,5,1,80,26.372073432882026,0,2,2,1
20230113088946,1,5,1,1,10.686064017922495,1,1,1,0
20230113088975,1,3,1,1,12.106611361803337,3,1,1,1
20230113089033,0,2,1,7,12.969170238987934,1,1,1,1
20230113089040,0,5,1,1,12.640555956708043,1,1,1,1
20230113089203,0,3,1,6,54.34451205280159,1,5,5,1
20230113089272,0,5,1,3,20.05160757286224,1,0,2,1
20230113089293,1,4,1,26,104.95999460417997,0,1,11,0
20230113089295,0,4,1,2,12.353082173634636,1,1,1,1
20230113089397,0,5,1,25,183.1365883039123,0,0,22,1
20230113089422,1,3,1,5,33.740699220774346,3,3,3,1
20230113089485,1,4,1,43,218.31194651421498,2,0,23,0
20230113089612,0,2,1,14,13.855032187376178,1,1,1,1
20230113089638,1,4,1,20,12.86989657110514,1,1,1,1
20230113089659,0,3,1,10,88.4046242316302,1,8,8,0
20230113089712,0,4,1,26,145.78867958971884,0,0,17,1
20230113089715,1,4,1,2,20.514495937970523,0,0,2,1
20230113089718,0,3,1,1,10.228826616165009,2,1,1,1
20230113089754,1,4,1,1,10.33172473098649,0,0,1,0
20230113089848,1,3,1,14,13.393145954391736,1,1,1,0
20230113089906,1,3,1,1,11.791549133683564,1,1,1,1
20230113089926,0,2,1,11,64.63551965638791,0,6,6,0
20230113089933,0,3,1,1,11.437102176348173,2,1,1,0
20230113089935,1,6,1,5,11.827852986312203,1,1,1,0
20230113090007,0,5,1,1,10.693874867521128,3,1,1,1
20230113090014,1,4,1,1,11.278531362883164,1,1,1,1
20230113090019,0,3,1,1,10.380001195584374,1,1,1,1
20230113090234,1,3,1,13,19.73142578698606,0,0,2,0
20230113090236,1,4,1,2,11.25835574396865,1,1,1,1
20230113090273,1,5,1,2,12.145488960375822,1,1,1,0
20230113090342,1,5,1,4,38.25539044569826,1,1,4,0
20230113090384,1,3,1,12,96.58284639732517,0,0,11,0
20230113090413,1,4,1,1,10.56522146239033,1,1,1,1
20230113090451,0,5,1,37,92.20847038609419,2,0,10,1
20230113090452,1,6,1,1,11.73658888113129,1,1,1,1
20230113090502,1,4,1,1,10.086350629348315,1,1,1,1
20230113090537,1,4,1,6,59.019295924941765,3,0,6,1
20230113090547,0,3,1,1,11.870641866403789,3,1,1,0
20230113090597,1,5,1,3,11.272559454860431,1,1,1,1
20230113090605,1,3,1,23,124.11156800355745,0,1,14,1
20230113090611,1,3,1,11,87.49838026135569,1,0,10,1
20230113090637,1,5,1,10,12.867783337097652,1,1,1,1
20230113090665,1,3,1,10,11.953699800180628,1,1,1,1
20230113090700,0,3,1,16,66.52067048000596,1,0,7,0
20230113090776,1,4,1,10,12.17675196493542,1,1,1,1
20230113090793,0,3,1,1,10.82037810448225,3,1,1,1
20230113090881,1,4,1,5,23.093123649747774,1,2,2,0
20230113090898,1,3,1,19,123.16120657425532,1,2,14,1
20230113090899,1,3,1,5,11.77310272429982,1,1,1,1
20230113090922,0,2,1,1,10.199918739620156,1,1,1,0
20230113090936,1,4,1,1,10.609279450629153,1,1,1,0
20230113091033,0,3,1,2,20.441599844871543,1,1,2,1
20230113091035,0,4,1,2,12.24514430911458,1,1,1,1
20230113091070,0,3,1,1,11.659939309494137,1,1,1,1
20230113091096,0,3,1,15,12.31367514606064,1,1,1,0
20230113091112,0,2,1,2,12.394777949449178,1,1,1,0
20230113091131,1,4,1,1,10.82037810448225,3,1,1,1
20230113091159,1,4,1,6,31.511708559027724,1,2,3,0
20230113091170,1,5,1,1,10.367158673708657,2,1,1,1
20230113091171,1,3,1,1,12.022155816966572,3,1,1,0
20230113091209,0,2,1,3,20.697132589915384,1,0,2,0
20230113091218,1,4,1,1,11.591496320770256,1,1,1,1
20230113091231,1,3,1,2,12.100617680967746,1,1,1,1
20230113091233,1,2,1,3,33.17976262756797,1,3,3,0
20230113091250,1,3,1,1,9.850192255477904,1,0,1,1
20230113091262,1,4,1,10,71.74879336093889,1,6,7,0
20230113091277,1,5,1,13,76.26510009822374,0,0,9,1
20230113091305,0,4,1,2,10.68251421973945,1,0,1,1
20230113091316,0,3,1,1,11.659939309494137,1,1,1,1
20230113091390,1,2,1,10,47.75969268959823,0,1,5,1
20230113091399,0,5,1,1,9.508294505698569,1,0,1,1
20230113091417,1,4,1,3,11.98943289855463,1,1,1,1
20230113091460,1,4,1,3,30.12272259085996,1,3,3,0
20230113091540,1,3,1,1,10.710967378552104,1,1,1,1
20230113091543,0,3,1,13,100.10586783995385,1,0,11,0
20230113091547,1,3,1,1,10.470873077735911,1,1,1,0
20230113091558,1,3,1,1,9.874213209832131,1,1,1,1
20230113091566,1,3,1,1,10.937259052166104,1,1,1,0
20230113091596,0,3,1,9,12.908172134331885,1,1,1,1
20230113091612,1,4,1,4,11.811495547328615,1,1,1,1
20230113091645,1,3,1,20,24.516724441516878,1,2,2,1
20230113091661,1,3,1,6,12.06384641930016,1,1,1,1
20230113091670,1,4,1,2,10.856823556082633,1,1,1,1
20230113091672,1,3,1,2,22.255808999767055,1,2,2,1
20230113091702,0,3,1,1,10.142268204629737,1,1,1,1
20230113091771,0,4,1,2,10.960287773389798,2,1,1,0
20230113091797,1,4,1,3,33.82701366193019,1,3,3,1
20230113091820,0,4,1,13,80.2339059356333,2,0,9,0
20230113091872,0,5,1,36,54.23375253132338,1,0,6,0
20230113091901,1,3,1,1,11.669980494516295,3,1,1,0
20230113091912,1,3,1,1,10.963047113940537,3,1,1,0
20230113091927,0,3,1,6,13.23104018807215,1,1,1,0
20230113091936,1,4,1,5,12.170683781457,1,1,1,1
20230113091977,0,4,1,1,10.6389516097231,1,1,1,1
20230113091988,1,2,1,1,10.685126264117056,3,1,1,0
20230113092097,1,4,1,2,20.196278169809297,0,1,2,0
20230113092108,1,4,1,1,10.199918739620156,1,1,1,0
20230113092145,0,3,1,1,11.701634909033103,1,1,1,0
20230113092182,1,2,1,3,20.1073309437354,1,0,2,0
20230113092194,1,3,1,10,37.80719260902191,0,0,4,1
20230113092236,0,3,1,2,23.597410477840928,3,2,2,0
20230113092296,1,4,1,9,22.668907845055152,1,1,2,1
20230113092304,0,3,1,1,10.28414754172532,3,1,1,1
20230113092306,1,4,1,1,11.659939309494137,1,1,1,1
20230113092350,1,3,1,19,126.23752005789463,1,0,14,1
20230113092407,1,3,1,1,10.937259052166104,1,1,1,0
20230113092421,0,3,1,2,20.32591212632507,0,1,2,1
20230113092464,1,3,1,2,11.891437240318126,1,1,1,1
20230113092522,1,4,1,13,58.71165437985964,2,0,6,1
20230113092536,1,3,1,10,53.333520352699686,0,1,6,0
20230113092540,0,3,1,17,84.84632028974144,0,1,9,1
20230113092575,1,3,1,2,18.573082543951852,0,1,2,1
20230113092578,0,3,1,10,12.574669737388652,1,1,1,1
20230113092619,0,5,1,1,12.110117757946444,3,1,1,0
20230113092627,0,4,1,1,11.258562107711272,1,0,1,1
20230113092657,1,3,1,2,21.22898844122804,1,2,2,1
20230113092662,0,3,1,1,12.256043065304814,1,1,1,1
20230113092663,0,3,1,42,58.743852371174796,1,0,6,1
20230113092671,1,5,1,1,11.43513688151539,3,1,1,1
20230113092691,0,5,1,1,11.023274076435644,1,1,1,1
20230113092739,1,3,1,20,13.031302357121408,1,1,1,1
20230113092769,1,3,1,2,22.62657385052985,1,2,2,0
20230113092788,1,3,1,24,50.03963411160098,2,0,5,1
20230113092807,1,3,1,14,56.392239829810904,0,0,6,0
20230113092833,1,3,1,10,10.418135860525783,0,0,1,1
20230113092851,1,3,1,3,29.393791205106947,0,1,3,1
20230113092882,0,3,1,32,124.64810815154397,3,0,14,1
20230113092930,1,3,1,4,23.008611413746806,1,2,2,0
20230113092939,0,2,1,3,11.769062689296309,1,1,1,0
20230113092951,1,3,1,1,10.26357167860395,0,1,1,0
20230113092964,0,2,1,2,11.796607046116602,3,1,1,0
20230113092977,1,5,1,5,11.860521318415666,1,1,1,1
20230113093004,1,3,1,4,11.496155634094254,1,1,1,0
20230113093017,0,5,1,13,85.63098494149608,1,0,9,0
20230113093046,1,4,1,2,20.672321467993093,1,2,2,1
20230113093075,1,4,1,1,11.493722257985793,3,1,1,0
20230113093186,1,3,1,1,11.39214669658402,1,1,1,0
20230113093188,1,3,1,2,10.944241182249897,1,1,1,1
20230113093200,1,3,1,4,34.021352547528195,1,3,3,1
20230113093204,0,2,1,2,20.004128452138055,0,2,2,0
20230113093207,1,6,1,1,12.640555956708043,1,1,1,1
20230113093227,0,5,1,1,10.341290768556236,3,0,1,0
20230113093297,1,2,1,15,23.419282305654868,0,2,2,0
20230113093311,1,3,1,1,10.727575272356669,3,1,1,1
20230113093312,0,3,1,2,11.404103409534896,1,1,1,1
20230113093329,1,4,1,4,36.771488925413436,1,0,4,1
20230113093413,1,3,1,10,12.44481785555286,1,1,1,1
20230113093439,0,3,1,12,76.3159858636601,0,0,9,1
20230113093454,1,6,1,1,10.56522146239033,1,1,1,1
20230113093483,1,3,1,2,21.852246214858084,1,2,2,0
20230113093498,1,2,1,14,35.724925861409844,1,3,3,1
20230113093515,1,2,1,1,10.413222581820088,0,1,1,0
20230113093562,0,3,1,15,13.41899676700974,1,1,1,1
20230113093641,0,3,1,5,22.96742528470186,1,2,2,1
20230113093678,1,3,1,5,11.6424262455806,1,1,1,1
20230113093686,1,2,1,4,11.496155634094254,1,1,1,0
20230113093709,1,3,1,11,22.39979595839236,0,2,2,1
20230113093742,0,4,1,4,23.39749745265528,1,2,2,1
20230113093771,1,3,1,3,29.199434676612256,1,3,3,0
20230113093817,0,4,1,3,13.063131285567811,3,1,1,1
20230113093822,0,3,1,2,12.216107131258063,3,1,1,1
20230113093826,0,2,1,2,20.513148606022657,0,1,2,0
20230113093848,1,3,1,8,43.29279401828133,1,4,4,0
20230113093884,0,5,1,3,12.640128449875998,1,1,1,1
20230113093891,1,5,1,1,10.6389516097231,1,1,1,1
20230113093894,0,3,1,9,81.22771706381741,2,2,9,1
20230113093898,1,4,1,15,23.346142423048576,1,2,2,1
20230113093904,1,3,1,1,10.064372648053766,1,0,1,0
20230113093954,1,4,1,2,20.531189726005778,1,2,2,0
20230113093956,1,5,1,7,53.44320761289753,0,1,6,0
20230113093970,1,3,1,2,20.774780919437163,1,1,2,1
20230113094003,1,3,1,1,10.96306444421219,3,1,1,0
20230113094018,0,3,1,2,20.687765054423863,0,2,2,0
20230113094070,0,3,1,2,20.687765054423863,0,2,2,0
20230113094103,0,3,1,3,23.129022482024656,0,2,2,0
20230113094115,0,4,1,1,12.022155816966572,3,1,1,0
20230113094168,0,3,1,12,93.06423519423096,3,2,10,1
20230113094185,0,3,1,3,30.85587389377281,3,0,3,0
20230113094200,1,4,1,3,20.024792073297327,0,2,2,1
20230113094243,1,3,1,1,9.055205875026193,1,0,1,1
20230113094268,1,3,1,4,20.41801549555965,1,0,2,0
20230113094277,0,3,1,1,11.023274076435644,1,1,1,1
20230113094326,0,5,1,5,48.11789548827137,3,0,5,1
20230113094329,0,4,1,1,12.204806844742272,3,1,1,1
20230113094358,1,2,1,7,12.71439814659232,3,1,1,0
20230113094380,0,3,1,15,102.04773492452624,0,0,11,0
20230113094381,1,3,1,15,54.20281164395956,0,0,6,0
20230113094382,0,3,1,6,12.069685751267224,2,1,1,0
20230113094392,0,3,1,12,28.78308907490723,2,0,3,0
20230113094441,1,4,1,1,10.283669040109793,0,0,1,0
20230113094460,1,3,1,3,11.4657499964778,2,1,1,1
20230113094462,1,2,1,20,13.0112999644295,0,1,1,0
20230113094482,1,3,1,1,10.377109627304575,2,1,1,1
20230113094507,1,3,1,18,134.94105478751248,0,0,16,1
20230113094532,0,5,1,1,11.701634909033103,1,1,1,0
20230113094580,1,5,1,5,44.240789394465736,0,0,5,1
20230113094591,1,3,1,44,76.2998633566564,1,0,8,0
20230113094639,0,3,1,1,11.668398127735712,0,0,1,0
20230113094648,0,3,1,1,11.668398127735712,0,0,1,0
20230113094653,1,2,1,1,10.377109627304575,2,1,1,1
20230113094706,1,4,1,1,10.312745458882988,1,1,1,0
20230113094734,1,4,1,7,37.50423469414437,1,0,4,1
20230113094746,1,5,1,2,20.214126209422986,0,2,2,0
20230113094786,1,3,1,1,10.609279450629153,1,1,1,0
20230113094803,1,3,1,3,11.31703222814618,1,1,1,0
20230113094814,1,4,1,6,34.31447712839812,1,3,3,1
20230113094820,0,2,1,50,13.98769844209898,1,1,1,0
20230113094821,0,3,1,9,53.64717372496428,1,0,6,0
20230113094861,1,3,1,7,24.079898874914353,1,2,2,0
20230113094903,0,2,1,4,10.54620948290176,1,0,1,1
20230113094916,1,3,1,25,26.473409999698454,0,2,2,1
20230113094973,1,2,1,1,11.204278490042078,3,1,1,1
20230113095000,0,4,1,1,10.033023473885162,1,1,1,1
20230113095004,1,3,1,20,13.028714017674512,1,1,1,1
20230113095007,0,3,1,8,61.64392336501318,0,0,7,0
20230113095031,1,3,1,23,25.88516316580629,0,2,2,0
20230113095040,1,4,1,1,10.983630324920576,3,1,1,1
20230113095042,0,5,1,10,11.40557407995762,1,0,1,0
20230113095093,1,3,1,11,81.93936610216241,0,0,9,0
20230113095101,0,3,1,7,53.46277467744538,0,1,6,0
20230113095110,1,3,1,6,32.120685136738246,0,3,3,0
20230113095113,0,3,1,20,115.94250131235685,0,0,13,0
20230113095126,1,3,1,2,10.65681219612839,3,0,1,0
20230113095127,1,5,1,2,19.398308754701404,0,2,2,0
20230113095162,1,3,1,1,11.964523240976565,3,1,1,1
20230113095165,1,3,1,4,31.699655068009125,1,3,3,1
20230113095176,1,3,1,5,11.860521318415666,1,1,1,1
20230113095195,1,3,1,2,10.154440804489605,0,0,1,0
20230113095229,1,2,1,1,11.436087616245604,3,1,1,1
20230113095244,1,3,1,15,12.97158932368655,0,1,1,0
20230113095259,1,3,1,5,12.248370350653724,1,1,1,1
20230113095273,0,4,1,7,63.61592733118033,0,0,7,1
20230113095289,1,3,1,5,28.940223064571544,0,0,3,0
20230113095309,1,4,1,1,10.754108456920264,1,1,1,0
20230113095339,0,5,1,1,10.377109627304575,2,1,1,1
20230113095344,0,2,1,31,125.36080081298252,2,0,14,1
20230113095367,1,4,1,4,11.549961100271055,1,1,1,1
20230113095373,0,4,1,3,11.298506245754997,1,1,1,0
20230113095439,0,3,1,16,28.79949083969947,2,0,3,0
20230113095447,0,2,1,3,19.993696161526135,0,2,2,0
20230113095452,0,3,1,1,11.659939309494137,1,1,1,1
20230113095454,1,4,1,1,10.251111660954445,1,1,1,1
20230113095455,1,2,1,6,23.19765071106692,1,2,2,0
20230113095462,0,2,1,5,28.4394121850429,1,2,3,1
20230113095572,1,4,1,2,11.005876035732005,1,1,1,0
20230113095592,1,3,1,9,65.10799648458573,0,4,7,0
20230113095621,0,5,1,8,12.173761208262563,1,1,1,1
20230113095623,0,5,1,6,12.012651717989485,0,1,1,1
20230113095642,1,3,1,5,46.27397479224989,1,0,5,1
20230113095643,0,2,1,5,18.670341941956437,0,0,2,1
20230113095661,1,3,1,1,9.957360018000616,3,0,1,1
20230113095664,0,2,1,2,11.034421812666364,3,0,1,0
20230113095668,1,3,1,1,10.685126264117056,3,1,1,0
20230113095688,1,6,1,2,10.929009300010009,0,0,1,1
20230113095722,0,5,1,2,10.424095176156737,3,0,1,0
20230113095741,1,3,1,3,12.800241677505577,1,1,1,0
20230113095776,0,5,1,3,10.98252618769156,1,0,1,1
20230113095827,0,3,1,13,38.4076120989547,0,1,4,0
20230113095861,1,3,1,14,48.21759310088489,1,0,5,0
20230113095899,0,4,1,8,69.12668202750464,0,0,8,1
20230113095948,0,2,1,15,11.023225122819186,0,0,1,0
20230113095992,1,4,1,3,11.184935154891406,1,1,1,1
20230113095996,1,3,1,46,146.9323219440084,2,0,17,1
20230113096034,1,4,1,5,12.080288309675804,1,1,1,0
20230113096090,0,2,1,2,20.427429251980698,1,2,2,0
20230113096116,1,4,1,18,109.17260642583159,0,0,13,1
20230113096140,1,5,1,6,54.8867356618244,0,0,6,1
20230113096165,0,3,1,1,9.536834420213353,1,0,1,0
20230113096175,0,5,1,4,39.13081062221496,0,0,4,0
20230113096182,1,4,1,1,11.597275804538212,1,1,1,0
20230113096216,1,2,1,2,19.159754955730328,1,0,2,1
20230113096224,0,3,1,31,126.8770696409965,0,1,14,1
20230113096230,1,2,1,1,10.42522344230968,1,1,1,1
20230113096249,1,6,1,8,29.01595103051449,1,0,3,1
20230113096258,0,5,1,1,10.33315734934111,3,0,1,0
20230113096312,1,3,1,9,12.836154885366104,1,1,1,1
20230113096334,1,3,1,1,10.033023473885162,1,1,1,1
20230113096365,0,5,1,25,120.28777661807766,2,2,13,1
20230113096378,1,3,1,1,10.085642428772983,1,0,1,1
20230113096387,0,2,1,7,62.21995639295995,0,0,7,0
20230113096402,1,2,1,1,12.29254846246645,3,1,1,1
20230113096406,1,2,1,10,12.335569033461384,1,1,1,1
20230113096481,1,5,1,1,10.905423728938777,3,1,1,1
20230113096494,1,4,1,39,197.58222240853843,0,0,23,1
20230113096505,1,4,1,3,11.783723297487764,3,1,1,0
20230113096522,1,3,1,7,37.03392903563189,1,0,4,0
20230113096525,1,2,1,24,88.86255147529913,0,0,10,0
20230113096531,0,3,1,15,91.39022990743331,2,1,10,0
20230113096548,0,5,1,15,72.82270062156545,2,0,8,1
20230113096594,1,5,1,1,10.075716685048787,1,1,1,0
20230113096641,1,4,1,1,10.34666582776446,1,1,1,0
20230114096678,0,3,0,1,11.196898786175964,1,1,1,0
20230114096679,0,5,0,2,11.716413098225932,1,1,1,1
20230114096688,1,4,0,2,18.303938917299703,1,0,2,0
20230114096810,0,3,0,3,30.672803877419568,1,3,3,0
20230114096813,0,3,0,1,11.04127247627871,3,1,1,0
20230114096821,1,4,0,1,10.754108456920264,1,1,1,0
20230114096827,1,3,0,2,20.595985289873667,2,2,2,1
20230114096856,1,3,0,30,36.18258782309334,1,3,3,0
20230114096868,1,4,0,1,9.526609901279876,0,1,1,1
20230114096885,1,2,0,2,21.91335917029597,1,0,2,1
20230114096899,1,3,0,2,21.586614788848028,0,2,2,0
20230114096915,0,2,0,1,10.10989177984604,1,1,1,0
20230114096929,1,3,0,10,60.49831759713646,0,0,7,0
20230114096963,1,5,0,7,44.865391970712864,0,0,5,0
20230114096996,1,4,0,2,12.2904183895416,1,1,1,0
20230114097000,1,3,0,19,79.49646259350882,2,1,9,0
20230114097045,0,5,0,3,12.004023778603631,3,1,1,1
20230114097047,1,4,0,10,55.806510187447145,1,0,6,1
20230114097088,0,4,0,1,9.992916837362552,1,0,1,0
20230114097102,0,3,0,15,62.35979112294626,0,0,7,0
20230114097152,0,3,0,1,10.31115024418778,3,0,1,0
20230114097162,1,4,0,13,80.94829278131549,1,3,10,0
20230114097218,1,5,0,3,29.75854587253975,1,2,3,1
20230114097278,1,4,0,3,30.93286033520565,3,0,3,0
20230114097296,1,5,0,4,29.219538915376106,0,1,3,0
20230114097309,0,5,0,1,10.228826616165009,2,1,1,1
20230114097350,0,2,0,24,116.43323019771611,0,0,13,1
20230114097364,1,3,0,14,30.514007055818816,0,0,3,0
20230114097366,1,2,0,8,75.32081119153585,3,0,8,1
20230114097404,1,4,0,1,10.163695647987154,1,1,1,1
20230114097406,1,5,0,16,11.246260967740918,3,0,1,1
20230114097432,0,4,0,9,63.5175977842324,0,0,7,0
20230114097439,0,4,0,1,10.937259052166104,1,1,1,0
20230114097442,0,4,0,31,161.20842415644955,0,5,18,1
20230114097444,1,4,0,3,11.41957037273608,1,1,1,1
20230114097456,1,3,0,2,10.424095176156737,3,0,1,0
20230114097457,1,4,0,1,10.005186372360962,3,0,1,0
20230114097480,1,4,0,5,13.311066197228785,1,1,1,0
20230114097491,0,4,0,2,12.353082173634636,1,1,1,1
20230114097508,0,4,0,2,11.014110753870373,1,1,1,1
20230114097530,0,5,0,58,319.10042574643126,0,0,38,1
20230114097532,0,3,0,1,11.379474069145877,2,1,1,1
20230114097539,1,4,0,1,10.404293143019792,1,0,1,0
20230114097543,1,3,0,27,128.9504781497319,2,2,15,1
20230114097564,0,2,0,1,10.903659768390986,3,1,1,1
20230114097574,1,3,0,1,10.304944639246754,1,1,1,1
20230114097575,1,5,0,3,11.538749144979686,1,1,1,1
20230114097610,0,5,0,8,67.15763919104974,1,5,7,0
20230114097617,1,5,0,2,20.60385199424679,1,2,2,1
20230114097626,0,4,0,10,73.36964099401277,0,0,8,0
20230114097636,1,5,0,2,12.351042741030522,3,1,1,0
20230114097653,1,3,0,1,9.99884318585288,1,0,1,0
20230114097684,1,2,0,1,9.99884318585288,1,0,1,0
20230114097723,1,4,0,8,45.48243678762492,3,0,5,0
20230114097727,1,4,0,1,10.272115770592318,1,1,1,1
20230114097801,1,2,0,1,10.411629578672915,2,1,1,0
20230114097807,0,2,0,18,46.65149503003458,1,4,4,1
20230114097816,1,3,0,1,10.204628644672065,3,0,1,1
20230114097817,1,2,0,1,9.99884318585288,1,0,1,1
20230114097822,1,2,0,1,9.99884318585288,1,0,1,1
20230114097830,1,6,0,1,10.983630324920576,3,1,1,1
20230114097864,0,4,0,1,10.754108456920264,1,1,1,0
20230114097902,0,2,0,5,37.885701560079326,1,0,4,0
20230114097917,1,4,0,6,23.40900327129071,1,2,2,1
20230114097919,1,3,0,4,11.63737953306065,1,1,1,1
20230114097994,1,3,0,6,54.617671183962905,1,0,6,0
