net_order_qty,net_order_amt,gender,age_grp,weekday2,event_product,category_count,prime_yn,most_product_0,most_product_1,most_product_2,most_product_3
11,44.24351891808753,0,3,1,0,1,1,0,0,1,0
5,25.899856908759816,0,5,1,0,2,1,0,0,1,0
5,41.30843509152629,0,2,1,0,2,0,0,0,1,0
5,44.264751714628275,0,2,1,0,1,0,1,0,0,0
10,9.507551894644092,0,5,1,0,1,0,1,0,0,0
12,10.196940441748334,0,3,1,0,1,0,0,0,1,0
5,43.29942220488165,0,4,1,0,2,0,0,0,0,1
18,100.52110068810899,0,3,1,0,6,1,0,1,0,0
1,10.103812733769658,1,4,1,0,1,1,0,0,1,0
5,10.057109521191691,0,5,1,0,1,0,0,1,0,0
1,10.306650011581617,0,2,1,0,1,1,0,0,1,0
1,10.484613193102277,0,4,1,0,1,0,0,0,1,0
1,10.907917358643626,0,4,1,1,1,0,1,0,0,0
6,41.787744450330024,0,3,1,0,2,0,0,1,0,0
1,8.160803920954665,0,4,1,0,1,0,1,0,0,0
1,10.412020550242234,0,4,1,0,1,1,0,0,1,0
7,10.383658073342485,1,6,1,0,1,0,1,0,0,0
6,27.694658936895916,1,6,1,0,1,0,0,0,1,0
1,10.412020550242234,0,4,1,0,1,1,0,0,1,0
1,10.400650262332936,0,2,1,0,1,0,0,0,1,0
1,10.412020550242234,0,4,1,0,1,1,0,0,1,0
1,10.349358568612542,0,3,1,0,1,0,0,0,1,0
8,68.77289062409143,1,5,1,0,1,0,0,0,1,0
1,10.516969037677818,0,3,1,0,1,0,0,0,1,0
1,9.486000469200638,0,5,1,0,1,0,1,0,0,0
3,25.507393641226436,0,4,0,0,2,1,0,1,0,0
13,80.69550495789461,0,4,0,2,4,0,0,0,1,0
33,133.26660969980793,0,5,1,0,6,1,0,1,0,0
1,11.515093113920798,1,4,1,1,1,1,1,0,0,0
7,50.05171393745542,0,4,1,0,4,1,1,0,0,0
26,54.757486322640155,1,4,1,0,2,1,1,0,0,0
15,93.59624039595306,0,3,1,0,5,0,0,1,0,0
10,27.200570948709046,0,4,1,0,1,1,1,0,0,0
16,92.2566380490705,0,5,1,0,5,1,0,0,0,1
5,38.8954931081661,1,3,1,0,2,0,0,0,1,0
15,28.473144689987144,0,4,1,0,2,1,1,0,0,0
1,8.080237416216702,0,3,1,0,1,0,0,0,1,0
10,70.12778881408322,0,4,1,0,6,0,0,1,0,0
25,145.40475970298945,0,5,1,0,7,1,0,1,0,0
6,35.665989812202845,1,4,1,0,2,0,0,1,0,0
13,70.38445142874579,1,4,1,1,1,0,0,0,0,1
20,13.487007879880162,0,2,1,20,1,0,0,0,0,1
8,58.497595256954774,0,5,1,0,2,0,0,0,1,0
2,20.374320615863333,0,3,1,0,1,0,0,0,1,0
11,13.233213994835792,1,3,1,11,1,1,1,0,0,0
5,44.28326220995641,0,6,1,0,3,0,0,1,0,0
1,9.965334955862208,0,4,1,0,1,0,0,0,1,0
8,63.55592300463828,1,6,1,0,3,1,1,0,0,0
2,18.16375706462481,0,5,1,0,1,1,0,1,0,0
3,30.550731869875698,1,4,1,0,1,0,0,0,1,0
8,71.12883473677832,0,3,1,0,6,0,1,0,0,0
7,54.76584083279364,1,4,1,0,2,1,0,1,0,0
4,21.28901890121432,1,3,1,2,1,1,0,0,1,0
25,155.6537912874731,0,4,1,0,4,1,0,0,0,1
2,9.568084743872936,0,4,1,0,1,0,0,0,0,1
2,10.818237097391457,1,4,1,0,1,0,0,0,1,0
10,13.931657589428632,0,3,1,10,1,1,1,0,0,0
1,10.176411254012365,0,4,1,0,1,0,0,0,1,0
11,65.06209984558994,0,5,1,0,3,0,0,1,0,0
8,63.92903818369373,0,4,1,0,2,1,0,0,0,1
1,11.771482491094766,1,6,1,1,1,0,1,0,0,0
3,12.006517438790189,0,4,1,3,1,0,1,0,0,0
6,13.171977963549317,0,5,1,6,1,1,1,0,0,0
10,40.09935371977271,0,5,1,0,3,0,1,0,0,0
11,71.5523188848181,0,5,1,0,4,1,1,0,0,0
1,11.737515968943349,1,5,1,1,1,0,1,0,0,0
10,13.441429284741124,1,5,1,10,1,1,1,0,0,0
10,13.5611742827853,0,4,1,10,1,1,1,0,0,0
7,56.051287741646355,0,5,1,0,3,0,0,1,0,0
5,34.97018451094038,1,4,1,5,2,0,1,0,0,0
21,85.0571292686669,0,4,1,0,3,1,0,0,0,1
9,13.432221728400132,0,4,1,9,1,0,1,0,0,0
20,10.631350120184528,0,4,1,0,1,1,0,0,1,0
2,20.65358518649372,0,5,1,0,1,0,0,0,1,0
5,12.444758782643088,0,3,1,5,1,1,1,0,0,0
10,13.408911306959125,1,5,1,10,1,1,1,0,0,0
1,10.1251099474784,0,2,1,0,1,0,0,0,1,0
13,43.08199273252497,1,3,1,0,3,1,1,0,0,0
1,10.176411254012365,0,5,1,0,1,0,0,0,1,0
1,11.737515968943349,0,4,1,1,1,0,1,0,0,0
3,12.836122931975446,1,5,1,3,1,0,1,0,0,0
1,10.1251099474784,0,4,1,0,1,0,0,0,1,0
1,11.771482491094766,0,4,1,1,1,0,1,0,0,0
1,10.481251939552507,1,4,1,1,1,0,1,0,0,0
9,36.64476045530096,0,5,1,0,1,0,0,0,1,0
13,70.56095053957056,0,4,1,0,5,0,1,0,0,0
1,11.664942441499328,0,3,1,1,1,1,1,0,0,0
20,99.62111493217651,0,4,1,2,3,1,1,0,0,0
34,154.0106209677258,0,4,1,2,5,1,1,0,0,0
1,9.998024706360116,0,3,1,0,1,0,0,0,1,0
2,11.225416710831292,1,4,1,2,1,0,1,0,0,0
10,82.78593605271172,0,4,1,0,4,0,1,0,0,0
43,204.45418762805485,0,2,1,0,4,0,1,0,0,0
20,138.21121538745038,0,3,1,0,5,0,1,0,0,0
1,9.592059086354348,0,4,1,0,1,1,1,0,0,0
12,59.094554886391364,0,3,1,0,5,0,1,0,0,0
5,37.94092519103288,0,3,1,0,1,1,0,0,1,0
1,10.197909361850968,0,3,1,0,1,0,0,0,1,0
2,20.207625467539316,1,4,1,0,1,1,0,0,1,0
1,9.949893925350285,1,5,1,0,1,1,0,0,1,0
14,74.53639263734321,0,4,1,0,4,0,1,0,0,0
8,69.2361066418411,0,4,1,0,5,0,0,0,1,0
9,33.79690911103078,0,4,1,0,3,0,1,0,0,0
6,13.39562345098129,1,5,1,6,1,1,1,0,0,0
5,37.447861964194416,1,3,1,0,3,0,0,0,1,0
1,10.1251099474784,0,5,1,0,1,0,0,0,1,0
2,19.99176880360419,0,5,1,0,1,1,0,0,1,0
6,39.23853290287134,0,5,1,0,2,1,1,0,0,0
1,11.664942441499328,0,5,1,1,1,1,1,0,0,0
33,132.91084833805849,0,3,1,1,3,1,1,0,0,0
39,253.6629173439007,0,4,1,0,5,1,1,0,0,0
1,10.202814064582626,1,4,1,1,1,0,1,0,0,0
9,66.23951109220431,1,5,1,1,5,0,1,0,0,0
1,10.481251939552507,0,5,1,1,1,0,1,0,0,0
1,11.162431380106575,1,6,1,1,1,1,1,0,0,0
1,10.103812733769658,0,6,1,0,1,1,0,0,1,0
8,25.110959794353583,0,2,1,8,1,0,1,0,0,0
11,57.671021134246885,0,5,1,3,3,0,1,0,0,0
5,12.84853424174625,1,4,1,5,1,1,1,0,0,0
1,10.455675824642752,0,5,1,0,1,0,0,0,1,0
9,27.601472849899316,0,2,1,0,1,1,1,0,0,0
35,178.5276789788862,0,4,1,2,5,1,1,0,0,0
1,10.08372360283906,1,2,1,0,1,1,0,0,1,0
5,24.065054426931447,0,4,1,5,1,0,1,0,0,0
4,33.85687806195219,0,4,1,0,2,0,1,0,0,0
68,262.1483455032916,0,4,1,2,7,0,0,0,1,0
2,11.928149466466664,0,5,1,2,1,0,1,0,0,0
1,11.235008887808728,0,5,1,1,1,0,1,0,0,0
23,53.20743354178719,0,6,1,0,2,1,1,0,0,0
6,55.701943425379916,1,4,1,0,3,0,0,1,0,0
81,127.21152485785906,0,3,1,0,6,0,0,1,0,0
3,12.2049420065988,0,5,1,3,1,1,1,0,0,0
10,13.481492706873176,0,3,1,10,1,0,1,0,0,0
12,83.99964817986996,0,5,1,0,3,1,1,0,0,0
2,12.120422160288976,0,3,1,2,1,1,1,0,0,0
9,13.554467819895985,1,2,1,9,1,1,1,0,0,0
1,10.176411254012365,0,4,1,0,1,0,0,0,1,0
9,47.35372005286098,0,5,1,0,2,0,0,0,1,0
5,37.72142160401904,1,6,1,0,2,0,1,0,0,0
1,10.103812733769658,1,4,1,0,1,1,0,0,1,0
2,17.85770925193468,0,4,1,1,2,1,1,0,0,0
19,86.92310804590234,1,4,1,0,5,0,0,1,0,0
3,12.27752316120077,1,4,1,3,1,0,1,0,0,0
50,217.57938858886172,1,4,1,0,5,1,1,0,0,0
3,27.716896342913873,1,4,1,0,2,0,1,0,0,0
3,11.57984552299625,0,3,1,3,1,0,1,0,0,0
5,27.643182731273214,0,5,1,0,1,1,0,1,0,0
18,70.64346819147639,0,5,1,0,3,0,0,0,0,1
42,192.23417300736526,0,3,1,0,5,1,1,0,0,0
1,10.202814064582626,1,4,1,1,1,0,1,0,0,0
4,12.548715092903311,1,5,1,4,1,1,1,0,0,0
27,89.44623023004968,0,5,1,0,5,0,0,0,1,0
4,27.969425591793296,0,4,1,0,2,0,0,1,0,0
1,11.21142840348472,1,4,1,1,1,0,1,0,0,0
1,11.737515968943349,1,4,1,1,1,0,1,0,0,0
2,18.690520039096725,1,3,1,2,2,0,1,0,0,0
19,120.12262387178384,0,4,1,0,5,1,1,0,0,0
1,11.69890698259567,1,4,1,1,1,1,1,0,0,0
29,147.82962026030066,0,4,1,0,4,0,1,0,0,0
28,194.6480857582092,0,5,1,0,5,0,1,0,0,0
42,187.90118590918703,0,4,1,0,4,1,1,0,0,0
1,11.178920182912805,0,3,1,1,1,0,1,0,0,0
7,35.71133333545396,0,3,1,0,1,0,0,1,0,0
1,10.176411254012365,0,6,1,0,1,0,0,0,1,0
118,72.7800296082775,1,3,1,0,2,0,0,0,1,0
7,61.41507922766389,1,3,1,0,3,1,0,1,0,0
2,11.152830393342503,0,5,1,2,1,1,1,0,0,0
6,18.86650297694564,0,3,1,0,2,0,1,0,0,0
4,12.644885485317364,0,4,1,4,1,1,1,0,0,0
1,10.176411254012365,0,4,1,0,1,0,0,0,1,0
8,26.79424277060946,0,2,1,0,3,0,1,0,0,0
6,50.65727416807559,0,4,1,0,5,0,1,0,0,0
4,36.24837013459376,1,3,1,0,2,0,0,1,0,0
4,12.901379991252446,1,5,1,4,1,1,1,0,0,0
6,33.063343430940975,0,4,1,0,2,1,0,1,0,0
4,36.40636979447425,0,5,1,0,3,0,0,1,0,0
5,12.940604062522764,0,5,1,5,1,0,1,0,0,0
3,19.826622735062855,0,4,1,3,1,1,1,0,0,0
1,11.178920182912805,1,4,1,1,1,0,1,0,0,0
1,11.771482491094766,0,4,1,1,1,0,1,0,0,0
25,42.5456196365564,0,4,1,0,3,0,1,0,0,0
6,19.531230931505483,0,4,1,0,1,1,0,0,1,0
1,11.235008887808728,1,4,1,1,1,0,1,0,0,0
15,85.19548851929554,0,4,1,0,4,0,1,0,0,0
2,18.233620296331228,0,3,1,0,2,0,1,0,0,0
5,45.06946815350241,0,3,1,0,3,0,0,1,0,0
17,83.47484801934205,1,4,1,0,3,1,1,0,0,0
7,63.32050426069799,1,5,1,0,2,0,0,0,1,0
10,13.677145789087495,1,4,1,10,1,1,1,0,0,0
1,9.906483061515926,0,2,1,0,1,0,1,0,0,0
4,34.61978718769258,1,4,1,0,2,0,0,1,0,0
15,82.52464521999462,0,3,1,0,4,1,0,0,1,0
1,10.176411254012365,0,6,1,0,1,0,0,0,1,0
14,86.64926366656142,0,4,1,0,4,0,0,1,0,0
13,88.68099586802464,0,4,1,0,5,1,0,0,0,1
1,10.104998803723223,0,5,1,0,1,0,0,0,1,0
2,11.03703252774426,0,4,1,0,1,1,0,0,1,0
4,34.28668716484472,0,4,1,0,2,0,0,1,0,0
2,20.207625467539316,0,3,1,0,1,1,0,0,1,0
10,10.90063911886528,0,3,1,0,1,1,0,1,0,0
6,38.795780181329505,0,5,1,0,1,0,1,0,0,0
2,17.054400281926846,0,3,1,0,2,1,1,0,0,0
5,13.056578212863007,1,3,1,5,1,0,1,0,0,0
49,94.16853466754777,0,4,1,18,5,1,0,0,1,0
9,61.44730482558066,0,4,1,0,5,0,1,0,0,0
1,10.589937355648342,0,3,1,1,1,0,1,0,0,0
5,10.8312324344554,1,3,1,0,1,0,1,0,0,0
48,154.39313653591734,0,4,1,0,5,1,1,0,0,0
7,50.17822421987433,0,3,1,0,4,0,1,0,0,0
5,44.93013979497996,0,6,1,0,3,0,0,1,0,0
1,11.69890698259567,1,5,1,1,1,1,1,0,0,0
19,91.91284191818364,0,4,1,7,2,0,0,0,1,0
1,11.00011453846092,0,3,1,1,1,0,0,0,0,1
1,11.52555537087025,1,5,1,1,1,0,1,0,0,0
1,10.103812733769658,0,3,1,0,1,1,0,0,1,0
15,72.91479006105303,0,2,1,0,4,0,0,0,1,0
3,28.747523575312997,0,4,1,0,3,0,1,0,0,0
1,9.13583231980112,1,5,1,0,1,1,1,0,0,0
24,165.18205032334708,0,4,0,1,5,1,1,0,0,0
15,97.62907220542455,0,4,0,0,5,0,1,0,0,0
9,28.74170869060157,0,4,0,0,2,0,1,0,0,0
1,10.103812733769658,0,4,0,0,1,1,0,0,1,0
8,10.075800860133011,1,3,0,0,1,0,0,0,1,0
2,10.950824090522444,0,5,0,0,1,0,1,0,0,0
8,53.80917019790885,0,4,0,0,5,1,0,0,0,1
1,10.1251099474784,0,4,0,0,1,0,0,0,1,0
2,10.45380308398853,0,4,0,0,1,1,0,0,0,1
19,92.01739853827665,0,4,0,1,6,0,1,0,0,0
15,107.53521998968144,1,1,0,0,5,0,0,0,0,1
1,10.374084755582077,1,4,0,0,1,1,0,0,1,0
6,10.11662117122102,0,2,0,0,1,0,0,0,1,0
11,89.07622397050037,1,3,0,0,4,1,0,1,0,0
5,10.872294830320527,0,5,0,0,1,0,1,0,0,0
78,84.73557557513446,0,6,0,0,4,1,1,0,0,0
22,28.09168799555465,1,2,0,0,2,0,1,0,0,0
3,10.370737393585244,0,4,0,0,1,1,1,0,0,0
4,34.967319212827576,0,5,0,0,4,0,1,0,0,0
2,18.99870582479863,0,2,0,2,2,1,1,0,0,0
6,28.140983883734982,0,4,0,0,2,0,0,1,0,0
3,12.33361237393114,1,5,0,3,1,0,1,0,0,0
1,10.712771970725116,0,5,0,0,1,0,0,0,0,1
2,20.06658500475735,1,4,0,0,1,0,1,0,0,0
14,83.23572869892396,0,3,0,0,5,0,0,0,1,0
3,29.93628214188838,1,4,0,0,1,0,0,0,0,1
10,14.074060634579697,0,3,0,10,1,0,1,0,0,0
1,11.380228010237108,1,4,0,1,1,1,1,0,0,0
15,45.50906030056054,1,4,0,0,3,0,1,0,0,0
1,10.455675824642752,0,3,0,0,1,0,0,0,1,0
4,35.698688742171356,0,4,0,0,4,0,0,1,0,0
5,19.393166105820434,0,3,0,0,2,0,1,0,0,0
6,49.68474251567969,0,5,0,0,3,0,0,1,0,0
1,10.510559281627843,0,3,0,0,1,0,0,0,0,1
17,29.64755440860089,0,4,0,0,3,1,1,0,0,0
17,65.68553035030949,0,5,0,0,3,1,0,0,1,0
11,19.836637848513668,0,5,0,0,2,1,1,0,0,0
2,20.510853890419313,0,5,0,0,1,0,0,0,1,0
4,32.42410766286594,0,3,0,0,3,0,0,1,0,0
7,27.407724043310544,0,3,0,0,3,0,1,0,0,0
4,35.17213714354367,0,4,0,0,2,0,0,1,0,0
3,19.227161408914938,0,4,0,3,2,0,1,0,0,0
3,19.90620047414717,1,4,0,0,2,1,1,0,0,0
20,106.59528726425754,0,5,0,3,4,1,0,0,0,1
4,36.699938439087205,1,3,0,0,2,0,0,0,1,0
10,80.19249845986025,0,6,0,0,5,1,1,0,0,0
3,28.332799684168894,1,4,0,0,1,1,1,0,0,0
35,156.5871900438453,0,4,0,0,5,0,1,0,0,0
1,9.98109653186311,1,3,0,0,1,1,0,0,1,0
18,100.82727562596705,1,4,0,0,4,1,0,0,1,0
2,10.839737762149888,1,5,0,0,1,0,0,0,1,0
3,29.312082275568372,0,3,0,0,2,0,0,0,0,1
1,10.156306404160087,0,4,0,0,1,0,0,0,1,0
1,10.77228827467366,0,2,0,0,1,0,0,0,1,0
5,39.88469378479717,0,2,0,0,1,0,0,0,1,0
1,11.771482491094766,1,5,0,1,1,0,1,0,0,0
1,11.258600796172445,0,5,0,1,1,1,1,0,0,0
33,28.989025596640687,1,3,0,0,2,1,0,0,0,1
7,52.45475213086589,1,4,0,0,4,0,1,0,0,0
35,59.772291967163454,0,4,0,0,2,1,1,0,0,0
1,10.316457760130064,0,3,0,0,1,1,0,0,1,0
11,79.04473536170195,0,6,0,0,3,0,0,0,0,1
1,9.991818891326092,0,3,0,0,1,0,0,0,1,0
1,10.146590581589942,0,4,0,0,1,0,0,0,1,0
2,12.024316928618632,0,3,0,2,1,0,1,0,0,0
12,95.75920777348914,0,2,0,1,1,0,0,0,1,0
1,10.156306404160087,0,5,0,0,1,0,0,0,1,0
19,113.51778967276927,1,3,0,3,4,1,0,0,1,0
4,27.707419849457715,0,4,0,0,3,0,0,1,0,0
3,25.596854930371855,1,4,0,0,2,0,1,0,0,0
31,171.85640205618083,0,4,0,0,4,0,1,0,0,0
4,19.315188904854843,0,5,0,0,2,0,0,1,0,0
22,141.56727342883846,0,5,0,0,4,1,1,0,0,0
5,44.767120930362715,1,3,0,0,2,0,0,0,1,0
23,134.80225112296404,0,5,0,0,5,0,0,1,0,0
57,229.53965146836754,0,4,0,0,5,1,1,0,0,0
1,10.197909361850968,0,4,0,0,1,0,0,0,1,0
1,10.25769445336048,0,5,0,0,1,0,1,0,0,0
4,35.835849295996084,0,4,0,0,2,0,0,1,0,0
53,65.5530531249096,0,4,0,0,2,0,0,1,0,0
17,65.51364269026284,0,4,0,0,3,1,1,0,0,0
3,9.946738594530444,1,5,0,0,1,1,0,1,0,0
1,10.103812733769658,0,3,0,0,1,1,0,0,1,0
45,174.18619461695607,0,3,0,0,3,0,0,0,1,0
12,80.69923644239246,0,4,0,0,6,0,0,0,1,0
2,10.348013104544886,0,3,0,0,1,1,0,0,1,0
4,10.762170357789897,1,5,0,0,1,0,0,0,1,0
19,69.12704198359413,1,3,0,0,2,0,1,0,0,0
8,74.85371590091138,0,5,0,0,4,1,0,1,0,0
11,62.02751786544974,0,3,0,0,1,0,0,0,0,1
14,10.553857703740016,1,5,0,0,1,1,0,0,1,0
9,13.455813910416952,0,4,0,9,1,1,1,0,0,0
13,66.10513311496359,1,5,0,0,3,0,0,1,0,0
5,9.282754052485227,0,3,0,0,1,0,0,0,1,0
1,11.060384472475045,0,6,0,0,1,0,1,0,0,0
1,10.389026137075234,0,3,0,0,1,0,0,0,1,0
2,18.272461160348357,1,4,0,1,2,1,0,0,1,0
7,39.94716275422246,1,4,0,1,2,0,1,0,0,0
1,10.38310110816935,1,4,0,0,1,1,0,0,1,0
1,10.236417809461043,1,2,0,0,1,1,0,0,0,1
5,28.015279816620186,0,6,0,0,1,1,0,0,0,1
2,19.491424953234535,1,5,0,0,2,1,1,0,0,0
3,28.222213693398828,1,5,0,0,2,0,0,0,1,0
1,10.10989177984604,1,4,0,1,1,0,1,0,0,0
21,76.91221453668834,1,5,0,0,4,1,0,0,1,0
1,10.043379921188018,1,4,0,1,1,0,0,0,0,1
6,19.594150241883106,0,4,0,0,1,1,0,0,1,0
1,10.589937355648342,0,3,0,1,1,0,1,0,0,0
3,18.872344540620865,1,3,0,2,2,0,1,0,0,0
3,10.13915238440401,0,5,0,3,1,1,1,0,0,0
44,89.41401399387625,0,4,0,0,4,1,1,0,0,0
1,11.37457103158939,1,3,0,1,1,1,1,0,0,0
5,43.829859082042844,1,2,0,0,1,0,0,1,0,0
5,12.940604062522764,1,4,0,5,1,0,1,0,0,0
1,10.1251099474784,1,3,0,0,1,0,0,0,1,0
5,35.55837108154674,0,4,0,0,2,0,0,0,1,0
5,27.29097587726391,0,4,0,0,2,1,0,0,0,1
3,24.982910439537335,1,3,0,0,1,0,0,0,0,1
7,38.1187686754788,0,4,0,0,2,0,0,1,0,0
1,10.177134086023443,1,3,0,1,1,0,1,0,0,0
1,9.992047729515608,1,3,0,1,1,0,0,0,0,1
1,9.992047729515608,0,2,0,1,1,0,0,0,0,1
21,148.24528287299367,0,4,0,0,5,0,1,0,0,0
2,20.117878513195176,1,3,0,2,2,0,1,0,0,0
2,18.587934008777843,1,2,0,2,2,0,1,0,0,0
2,20.117878513195176,1,2,0,2,2,0,1,0,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
4,26.376506930993877,1,4,0,0,2,0,1,0,0,0
6,36.4841133459207,0,5,0,0,2,0,0,1,0,0
3,22.97732416181924,0,4,0,3,2,1,1,0,0,0
8,43.630309466071786,1,5,0,0,2,1,1,0,0,0
2,20.117878513195176,1,4,0,2,2,0,1,0,0,0
2,9.714805812589493,0,4,0,0,1,0,1,0,0,0
5,45.0372110227048,1,2,0,0,3,1,0,1,0,0
6,49.056207691241916,0,2,0,0,5,1,0,1,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
2,10.878254718169137,1,3,0,0,1,1,1,0,0,0
2,20.05096349529336,1,3,0,2,2,1,1,0,0,0
2,20.117878513195176,1,2,0,2,2,0,1,0,0,0
3,31.155646186213428,1,2,0,2,2,0,1,0,0,0
2,20.094943545891702,1,2,0,2,2,0,1,0,0,0
17,105.67273702789468,0,4,0,1,5,1,0,0,1,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
3,28.52286239842336,0,3,0,1,2,0,1,0,0,0
1,9.992047729515608,1,3,0,1,1,0,0,0,0,1
6,28.56922682105191,0,3,0,0,2,0,0,1,0,0
1,9.992047729515608,0,2,0,1,1,0,0,0,0,1
10,20.237263534301228,0,3,0,0,1,0,0,1,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
4,26.633597355922475,0,4,0,0,2,0,0,0,0,1
2,12.122968172098574,0,4,0,2,1,0,1,0,0,0
2,20.22912296565258,1,4,0,0,1,1,0,0,1,0
7,51.98338431669555,0,3,0,0,4,1,1,0,0,0
1,10.10989177984604,0,4,0,1,1,0,1,0,0,0
2,20.220514007211463,1,3,0,2,2,0,1,0,0,0
21,143.96529868224596,0,5,0,0,4,1,1,0,0,0
1,10.125830783679568,1,2,0,1,1,0,1,0,0,0
2,19.65912217563617,1,2,0,0,2,0,1,0,0,0
9,75.64161704484803,0,4,0,0,4,0,0,1,0,0
2,20.117878513195176,1,2,0,2,2,0,1,0,0,0
6,53.185336351036604,0,4,0,0,3,0,0,1,0,0
15,10.4032320062913,0,3,0,0,1,0,0,0,1,0
2,19.65912217563617,1,2,0,0,2,0,1,0,0,0
1,10.125830783679568,1,3,0,1,1,0,1,0,0,0
25,124.40931431844417,1,4,0,4,6,1,1,0,0,0
1,11.629080509501229,0,6,0,1,1,1,1,0,0,0
2,20.30086704793689,1,2,0,2,2,0,1,0,0,0
1,10.30881931842128,1,3,0,1,1,0,1,0,0,0
1,9.992047729515608,0,3,0,1,1,0,0,0,0,1
4,37.700636685620616,1,4,0,0,3,0,1,0,0,0
8,20.028715722735104,1,5,0,0,1,0,0,1,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
2,10.599605316540906,0,2,0,0,1,0,1,0,0,0
24,167.34684480121632,0,3,0,0,5,0,1,0,0,0
2,16.188634353698916,0,2,0,0,2,0,1,0,0,0
21,89.49193546905738,0,4,0,0,3,0,0,0,0,1
1,10.25769445336048,0,3,0,0,1,0,1,0,0,0
10,50.60104934165625,1,5,0,0,3,0,1,0,0,0
1,9.992047729515608,1,1,0,1,1,0,0,0,0,1
1,11.452984359503262,1,6,0,1,1,1,1,0,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
2,18.103204768425005,1,4,0,1,1,0,1,0,0,0
1,11.664942441499328,1,2,0,1,1,1,1,0,0,0
10,44.62223312757424,1,5,0,0,1,0,0,0,1,0
1,10.30881931842128,1,3,0,1,1,0,1,0,0,0
13,87.50869658998901,0,4,0,0,4,1,1,0,0,0
1,10.176411254012365,0,4,0,0,1,0,0,0,1,0
5,44.47398158987027,0,3,0,0,1,0,1,0,0,0
4,33.363086530752085,1,3,0,0,2,1,0,1,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
18,134.16446521161527,1,4,0,0,6,0,0,1,0,0
18,120.74264353416609,0,5,0,0,4,0,0,0,0,1
2,18.21497113445963,0,4,0,0,1,1,0,1,0,0
2,18.514638746340356,0,3,0,0,1,0,0,1,0,0
6,30.84287016476778,1,2,0,0,3,0,1,0,0,0
7,39.27574300515909,1,2,0,0,1,0,0,0,0,1
16,11.942738410793584,0,3,0,0,1,1,1,0,0,0
1,11.008048777806648,0,6,0,1,1,1,0,0,0,1
1,10.125830783679568,1,3,0,1,1,0,1,0,0,0
3,28.82081723258811,0,4,0,1,2,0,1,0,0,0
2,20.117878513195176,1,2,0,2,2,0,1,0,0,0
3,26.916254179712162,0,4,0,3,2,0,0,0,1,0
6,27.917850045884993,0,5,0,0,1,1,0,1,0,0
2,17.7378044963126,0,4,0,0,2,1,1,0,0,0
1,9.992047729515608,0,2,0,1,1,0,0,0,0,1
1,10.125830783679568,1,2,0,1,1,0,1,0,0,0
2,20.00662638110294,1,3,0,2,2,0,1,0,0,0
4,34.548895103281055,0,4,0,0,3,0,1,0,0,0
36,154.02133163138998,0,4,0,0,3,1,1,0,0,0
3,26.093971320798886,1,3,0,0,2,1,0,1,0,0
6,10.41980805178408,0,3,0,0,1,0,0,1,0,0
30,187.02095280177653,1,4,0,0,7,1,1,0,0,0
1,10.156306404160087,1,3,0,0,1,0,0,0,1,0
2,11.928149466466664,0,4,0,2,1,0,1,0,0,0
5,45.06185308981563,0,2,0,1,2,0,0,0,1,0
3,26.704687661171914,0,3,0,1,2,0,0,0,1,0
1,9.992047729515608,0,2,0,1,1,0,0,0,0,1
1,9.992047729515608,1,3,0,1,1,0,0,0,0,1
1,10.125830783679568,1,2,0,1,1,0,1,0,0,0
17,50.258606315157536,1,5,0,0,2,1,0,0,1,0
7,26.41185787984906,0,2,0,0,2,0,1,0,0,0
7,42.604977313271604,0,6,0,0,2,1,0,0,1,0
9,42.050722064098146,0,4,0,0,3,0,1,0,0,0
9,29.438591081243196,1,3,0,0,3,0,0,1,0,0
36,167.51827267646152,0,5,0,0,5,1,1,0,0,0
8,67.29391080150907,0,3,0,1,4,0,1,0,0,0
1,11.357253628771032,0,4,0,1,1,1,1,0,0,0
1,11.21142840348472,0,3,0,1,1,0,1,0,0,0
1,9.248599084093271,0,6,0,1,1,1,1,0,0,0
23,113.49426993005312,0,5,0,0,4,1,1,0,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
30,161.7339014081014,1,4,0,0,5,1,1,0,0,0
2,20.117878513195176,1,2,0,2,2,0,1,0,0,0
10,80.09112792076338,1,4,0,0,3,0,0,1,0,0
5,36.702737866159474,0,4,0,0,1,1,0,0,1,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
2,20.30086704793689,1,2,0,2,2,0,1,0,0,0
27,84.70616955391611,1,3,0,0,2,0,1,0,0,0
11,9.72704865890033,1,4,0,0,1,1,0,0,1,0
1,10.125830783679568,1,4,0,1,1,0,1,0,0,0
1,10.125830783679568,1,2,0,1,1,0,1,0,0,0
1,9.992047729515608,1,2,0,1,1,0,0,0,0,1
1,9.992047729515608,1,3,0,1,1,0,0,0,0,1
1,10.176411254012365,1,6,0,0,1,0,0,0,1,0
4,36.123731905742076,0,4,0,0,4,0,0,1,0,0
3,30.20898998956676,1,3,0,3,2,1,1,0,0,0
