net_order_qty,net_order_amt,gender,employee_yn,age_grp,weekday2,event_product,category_count,prime_yn,most_product_0,most_product_1,most_product_2,most_product_3
3,11.115130863166284,0,1,3,0,0,1,1,1,0,0,0
13,56.75792118105257,1,1,5,0,0,4,1,1,0,0,0
15,56.164783179283944,0,1,5,0,0,5,1,0,1,0,0
17,28.288422641524072,1,1,3,0,0,1,0,0,0,1,0
19,157.1678223543913,1,1,3,0,2,5,0,1,0,0,0
4,35.61295187648369,0,1,3,0,1,3,0,0,0,0,1
5,43.353802073095395,0,1,2,0,0,4,0,0,1,0,0
21,21.42870540212409,0,1,2,0,0,2,1,1,0,0,0
1,11.701634909033103,1,1,3,0,1,1,0,1,0,0,0
10,60.26500086234657,1,1,5,0,0,3,1,0,0,0,1
5,27.5266684224029,0,1,3,0,0,1,1,0,0,0,1
10,71.03978778811536,1,1,4,0,0,7,1,0,1,0,0
7,37.72286731417131,1,1,2,0,0,2,0,0,0,0,1
7,18.85915675366961,0,1,3,0,0,1,0,0,0,0,1
1,8.653819788948063,1,1,4,0,0,1,1,1,0,0,0
7,56.971811296356,0,1,3,0,2,3,0,1,0,0,0
2,19.447759547219704,1,1,5,0,0,1,0,1,0,0,0
22,116.25100938775256,1,1,5,1,0,4,1,0,1,0,0
21,54.662506479826355,1,1,3,1,2,4,1,0,0,1,0
5,26.16226883962011,1,1,2,1,0,2,0,1,0,0,0
28,96.98840092610968,1,1,3,1,0,5,1,1,0,0,0
3,29.07362846301567,0,1,2,1,0,3,0,1,0,0,0
3,27.856219479942013,0,1,6,1,0,2,1,1,0,0,0
1,10.297318579745925,0,1,5,1,0,1,1,0,0,1,0
1,11.35625995895002,1,1,2,1,1,1,0,1,0,0,0
9,38.02385056407215,1,1,2,1,2,2,1,1,0,0,0
2,12.287500547225497,1,1,3,1,2,1,1,1,0,0,0
10,71.57699157842539,0,1,3,1,0,4,0,0,1,0,0
2,9.557964480394498,0,1,2,1,2,1,1,0,0,1,0
17,55.372564288205446,0,1,3,1,0,2,0,0,0,0,1
2,17.285422043372375,1,1,4,1,0,1,1,0,1,0,0
12,48.43511544969832,0,1,5,1,0,2,1,1,0,0,0
5,37.18274918396308,0,1,3,1,3,3,0,0,0,1,0
2,9.905236023070245,0,1,3,1,2,1,0,1,0,0,0
1,10.847568533391785,1,1,2,1,0,1,0,0,0,1,0
12,73.53059548337374,0,1,3,1,0,3,1,1,0,0,0
11,83.28384940819154,0,1,4,1,0,2,0,0,0,1,0
5,45.975098288622156,0,1,3,1,2,3,1,0,0,1,0
10,10.40268584006114,1,1,5,1,0,1,1,0,0,1,0
1,9.772638274111136,1,1,5,1,0,1,1,1,0,0,0
1,11.659939309494137,1,1,2,1,1,1,1,1,0,0,0
6,53.00149852400918,1,1,4,1,0,2,0,0,1,0,0
5,27.862344156824207,0,1,5,1,0,3,0,1,0,0,0
6,37.592777154998814,1,1,4,1,0,1,0,0,0,0,1
5,44.76600152772477,0,1,3,1,0,3,0,0,1,0,0
2,18.786946498679125,1,1,4,1,0,1,1,1,0,0,0
6,39.17946504415045,0,1,2,1,0,3,0,1,0,0,0
4,17.963529780204034,1,1,4,1,0,1,1,0,0,0,1
6,35.97565706831988,0,1,3,1,0,2,1,0,0,1,0
5,10.558958826115072,0,1,2,1,0,1,1,1,0,0,0
47,82.48253586428224,1,1,4,1,0,3,1,1,0,0,0
10,53.62896706418365,1,1,3,1,0,4,1,1,0,0,0
1,9.559305672844864,1,1,3,1,0,1,0,1,0,0,0
7,63.44020354020351,1,1,4,1,0,5,0,1,0,0,0
1,10.297318579745925,0,1,5,1,0,1,1,0,0,1,0
2,18.99527697971416,0,1,3,1,2,2,0,0,0,1,0
4,36.172182752886634,1,1,3,1,0,2,1,0,0,1,0
17,66.35990507175694,1,1,2,1,0,2,1,1,0,0,0
34,100.72725034272462,1,1,4,1,1,5,1,1,0,0,0
1,7.952966790923131,1,1,3,1,0,1,1,0,0,1,0
3,19.61608452383203,1,1,3,1,0,1,1,0,0,0,1
40,142.45740059691698,1,1,2,1,0,4,1,1,0,0,0
4,29.458398054165084,0,1,2,1,1,1,1,1,0,0,0
12,91.68137854552361,0,1,3,1,4,5,1,1,0,0,0
1,12.080991165908294,1,1,4,1,1,1,1,0,0,0,1
7,39.1535448848809,1,1,3,1,0,4,0,0,1,0,0
3,27.625315694059765,1,1,3,1,0,1,0,0,1,0,0
8,39.9833241923446,1,1,3,1,0,2,1,0,0,0,1
4,35.843876566055755,1,1,3,1,0,4,1,1,0,0,0
13,93.03519373771513,1,1,4,1,0,5,0,1,0,0,0
1,11.594357975650766,1,1,4,1,1,1,1,1,0,0,0
1,10.995746367232062,0,1,4,1,0,1,1,1,0,0,0
1,9.413526083949446,1,1,5,1,0,1,1,1,0,0,0
2,15.3339978538735,0,1,2,1,0,1,0,1,0,0,0
1,10.024509780783578,1,1,3,1,0,1,0,1,0,0,0
1,9.99884318585288,1,1,3,1,0,1,1,1,0,0,0
1,9.99884318585288,1,1,2,1,0,1,1,1,0,0,0
9,77.06943507455793,0,1,4,1,0,1,1,1,0,0,0
41,64.02857036025236,1,1,3,1,0,2,1,0,0,1,0
2,9.148784066277075,1,1,4,1,0,1,1,1,0,0,0
6,19.373006099552242,0,1,4,1,0,2,1,0,1,0,0
32,189.50427494949668,1,1,5,1,0,6,0,1,0,0,0
6,36.892077241069984,0,1,5,1,0,3,0,0,1,0,0
5,37.151815895383905,1,1,4,1,0,2,0,0,1,0,0
6,36.41376430358659,1,1,4,1,0,1,1,1,0,0,0
12,20.399242617355423,1,1,3,1,0,1,0,1,0,0,0
4,27.36002555300858,0,1,3,1,0,2,1,0,1,0,0
5,37.75820125854372,1,1,5,1,0,1,1,1,0,0,0
3,11.898357919328156,1,1,4,1,0,1,1,0,0,1,0
1,9.976319711185798,0,1,4,1,0,1,0,1,0,0,0
16,104.79525560317173,1,1,4,1,0,5,0,0,1,0,0
4,28.079078727591153,0,1,4,1,0,3,1,1,0,0,0
2,9.79618069954762,0,1,2,1,0,1,0,0,1,0,0
3,26.73264135831977,0,1,3,1,0,1,0,0,1,0,0
10,35.71801904428954,1,1,6,1,0,1,1,0,0,1,0
1,10.847568533391785,1,1,3,1,0,1,0,0,0,1,0
46,245.74368298333866,0,1,3,1,0,6,1,0,1,0,0
5,46.014272454092385,1,1,2,1,0,3,0,1,0,0,0
2,18.203665737186437,1,1,4,1,0,2,0,0,1,0,0
3,19.354985492747698,1,1,3,1,0,2,1,0,1,0,0
1,11.635541248510416,0,1,3,1,1,1,0,1,0,0,0
2,19.10515208300246,1,1,3,1,0,2,1,0,0,1,0
13,94.81492773532148,1,1,5,1,1,6,0,1,0,0,0
1,10.283669040109793,0,1,4,1,0,1,0,0,0,1,0
18,94.68728070553466,0,1,3,1,0,6,1,0,1,0,0
44,96.43210302377958,1,1,2,1,0,5,1,1,0,0,0
10,9.154087430425385,0,1,2,1,0,1,1,1,0,0,0
3,26.118118858842244,0,1,3,1,0,3,1,1,0,0,0
12,70.3505666604698,1,1,5,1,0,2,0,0,1,0,0
1,11.659939309494137,1,1,5,1,1,1,1,1,0,0,0
18,52.24223456239528,1,1,3,1,5,1,1,1,0,0,0
1,9.959442464680574,1,1,5,1,0,1,0,1,0,0,0
10,84.8605025845926,1,1,6,1,0,4,0,1,0,0,0
4,10.335659503472856,1,1,5,1,0,1,1,1,0,0,0
3,21.14986577934007,0,1,4,1,0,1,1,1,0,0,0
9,67.97129600199851,0,1,2,1,0,4,0,0,1,0,0
2,11.281938736194991,0,1,3,1,0,1,1,0,0,0,1
4,35.83431416881146,1,1,3,1,0,4,1,1,0,0,0
15,84.39745722818611,1,1,4,1,0,5,1,0,0,0,1
4,10.913505393637529,1,1,5,1,0,1,1,0,0,0,1
6,27.682363257398812,1,1,5,1,0,2,0,0,1,0,0
2,11.318964431519245,1,1,4,1,0,1,0,0,0,0,1
2,10.20459164531955,1,1,3,1,2,1,1,1,0,0,0
6,51.291229005135975,1,1,3,1,0,2,0,0,0,1,0
12,84.25485531059718,1,1,3,1,0,2,0,0,0,1,0
4,26.92440306195909,0,1,4,1,0,2,1,0,0,1,0
9,32.53426786179395,1,1,3,1,0,2,0,1,0,0,0
7,55.464155603815286,1,1,2,1,0,5,0,0,1,0,0
21,143.7071364165196,1,1,4,1,0,5,1,0,0,1,0
3,9.94318891938768,1,1,5,1,0,1,1,0,1,0,0
26,80.09467323189031,1,1,3,1,8,4,1,0,0,0,1
1,11.594357975650766,1,1,3,1,1,1,1,1,0,0,0
1,7.912423121473705,1,1,3,1,0,1,1,1,0,0,0
25,40.825191543490945,1,1,5,1,0,1,1,0,0,1,0
17,100.30767439691313,1,1,5,1,0,6,0,0,0,0,1
1,11.364344246857838,0,1,2,1,0,1,1,0,0,0,1
4,11.069400170037524,0,1,3,1,0,1,1,0,0,0,1
1,9.99884318585288,1,1,3,1,0,1,0,1,0,0,0
2,11.49289621199639,1,1,5,1,0,1,1,0,0,1,0
4,35.932288292966255,1,1,3,1,0,2,0,0,1,0,0
2,18.206178362458417,1,1,2,1,0,1,0,0,1,0,0
2,9.42011495555144,0,1,3,1,0,1,0,0,1,0,0
3,20.512297147805597,0,1,5,1,0,2,1,1,0,0,0
1,11.631437124005004,1,1,4,1,1,1,0,1,0,0,0
5,17.77374776499824,1,1,4,1,0,2,1,1,0,0,0
12,72.62808461000745,0,1,4,1,0,5,1,0,1,0,0
5,45.55266885574594,0,1,3,1,0,2,0,0,1,0,0
1,9.955178267941482,0,1,3,1,0,1,0,0,0,0,1
1,11.631437124005004,1,1,5,1,1,1,0,1,0,0,0
4,12.308110146083925,0,1,2,1,0,1,1,0,0,0,1
2,10.45900925685097,1,1,3,1,0,1,1,0,0,0,1
20,114.24658039259205,0,1,2,1,1,6,0,0,0,1,0
2,12.774135513362262,0,1,5,1,2,1,1,0,0,0,1
3,12.68785352490424,1,1,5,1,3,1,1,1,0,0,0
4,25.55646707127288,1,1,3,1,0,3,1,0,1,0,0
1,10.108018967638357,0,1,2,1,0,1,1,1,0,0,0
4,28.692178276440472,1,1,4,1,4,2,1,1,0,0,0
3,10.038761176593695,1,1,4,1,0,1,0,0,1,0,0
3,19.57571032504593,1,1,2,1,0,1,0,1,0,0,0
20,10.563620718477312,0,1,2,1,0,1,0,0,0,1,0
14,55.731547411522,0,1,5,1,0,3,1,1,0,0,0
18,68.82729449219426,0,1,5,1,0,6,1,0,1,0,0
20,11.952076768233187,0,1,3,1,0,1,1,1,0,0,0
1,8.594154232552366,1,1,4,1,0,1,1,0,0,1,0
15,79.81246231551212,1,1,2,1,0,5,1,1,0,0,0
1,11.043705528557028,0,1,4,1,0,1,1,0,0,0,1
1,9.462731997649378,1,1,3,1,0,1,0,1,0,0,0
5,10.354913429020494,1,1,3,1,0,1,0,1,0,0,0
1,9.683152553543955,0,1,3,1,0,1,1,0,0,0,1
1,9.89877647280601,0,1,3,1,0,1,1,0,0,0,1
9,35.855106915628596,1,1,3,1,0,1,0,0,0,1,0
1,9.907379967251472,0,1,4,1,0,1,1,0,0,0,1
1,8.593042503699674,0,1,4,1,0,1,1,0,0,1,0
2,19.86366405109054,0,1,4,1,0,1,1,1,0,0,0
3,18.513960655064384,0,1,3,1,0,2,1,1,0,0,0
9,58.6128863391216,1,1,4,1,0,3,0,1,0,0,0
4,18.763480334866543,1,1,3,1,0,1,0,1,0,0,0
1,9.414912537704955,0,1,3,1,0,1,1,1,0,0,0
11,65.26835431231439,0,1,3,1,2,4,1,0,1,0,0
1,9.364691031806109,0,1,3,1,0,1,1,0,0,0,1
4,34.319764557014466,1,1,4,1,0,4,0,1,0,0,0
2,20.663035535687904,0,1,5,1,0,2,1,1,0,0,0
1,9.915860688599269,0,1,3,1,0,1,1,0,0,0,1
1,11.635541248510416,0,1,2,1,1,1,0,1,0,0,0
4,33.55091524859647,0,1,3,1,0,4,0,0,1,0,0
3,27.074553707215884,1,1,2,1,0,1,1,0,1,0,0
7,54.852578639441816,1,1,3,1,0,4,0,0,0,1,0
7,53.610789162547896,0,1,5,1,0,4,1,0,1,0,0
6,11.083695189061784,1,1,3,1,0,1,0,0,0,1,0
1,9.772638274111136,0,1,4,1,0,1,1,1,0,0,0
2,19.710836150929335,1,1,4,1,0,1,1,1,0,0,0
14,87.75557114018018,1,1,5,1,0,5,1,1,0,0,0
12,94.50310335729469,0,1,4,1,0,6,0,1,0,0,0
7,52.885037913349464,1,1,4,1,0,4,1,0,0,0,1
19,100.55636343118188,1,1,2,1,0,4,0,0,0,1,0
6,41.50501405787636,0,1,2,1,0,2,0,0,0,0,1
2,10.242848470041247,0,1,3,1,0,1,0,1,0,0,0
1,10.275085591132717,0,1,5,1,0,1,1,1,0,0,0
2,16.42489261426978,0,1,2,1,0,2,0,1,0,0,0
2,9.053101595549691,1,1,3,1,0,1,1,0,1,0,0
12,88.35947603285491,1,1,5,1,0,5,0,1,0,0,0
8,38.537517799602156,1,1,3,1,0,1,1,0,1,0,0
10,9.409355151711798,0,1,3,1,0,1,0,1,0,0,0
30,126.59978668363439,0,1,5,1,0,5,1,1,0,0,0
11,71.31242084617895,0,1,3,1,0,4,0,0,1,0,0
2,16.96129249939386,1,1,2,1,0,2,0,1,0,0,0
2,19.5535701070009,1,1,2,1,0,1,0,1,0,0,0
16,79.37228433228461,0,1,4,1,0,4,1,0,0,0,1
12,53.357743486040576,0,1,3,1,0,2,0,0,0,0,1
13,61.91572238934205,1,1,2,1,0,5,1,0,1,0,0
9,51.97322567900319,1,1,3,1,0,2,0,1,0,0,0
18,92.71752074529672,0,1,3,1,0,4,1,1,0,0,0
7,19.917841833677983,1,1,3,1,0,1,0,1,0,0,0
1,9.103089181229208,1,1,3,1,0,1,0,0,1,0,0
7,43.76636851876921,1,1,4,1,0,3,1,0,1,0,0
4,19.978036771142865,0,1,5,1,0,1,0,0,0,0,1
6,26.29069260794478,0,1,4,1,0,1,0,0,0,1,0
9,61.134351897195565,0,1,4,1,0,4,1,0,0,0,1
8,37.4436540074241,1,1,4,1,0,2,1,0,1,0,0
17,20.756575616826364,0,1,3,1,0,1,1,0,0,1,0
2,19.712630444254422,1,1,3,1,0,2,0,1,0,0,0
1,9.963688555226884,0,1,2,1,0,1,0,0,0,0,1
15,98.33385965859327,1,1,4,1,0,4,1,1,0,0,0
4,35.89802581060276,1,1,4,1,0,3,0,0,1,0,0
10,59.69068762976326,0,1,3,1,0,5,1,1,0,0,0
6,55.43055618671206,1,1,3,1,0,4,0,1,0,0,0
12,25.669456533195497,0,1,3,1,0,2,1,0,0,0,1
4,37.68354041473064,1,1,4,1,0,2,0,1,0,0,0
1,10.799759233696244,1,1,3,1,0,1,1,0,0,1,0
1,9.82271124250884,0,1,3,1,0,1,1,1,0,0,0
9,46.49039626291796,0,1,6,1,0,2,1,0,1,0,0
3,10.749977944151007,1,1,4,1,0,1,1,0,0,0,1
10,90.34446556197913,0,1,2,1,0,3,0,1,0,0,0
5,27.4697189858594,1,1,2,1,0,3,0,1,0,0,0
6,28.589898301675703,0,1,3,1,0,2,0,0,1,0,0
7,44.87959865507408,1,1,3,1,0,5,0,1,0,0,0
1,9.98345333417401,1,1,3,1,0,1,1,1,0,0,0
10,39.66411398864909,1,1,5,1,0,2,1,0,1,0,0
2,10.66930417105545,1,1,5,1,0,1,1,1,0,0,0
1,10.405201793433656,1,1,4,1,0,1,0,0,0,0,1
2,12.208195390911152,1,1,4,1,2,1,1,1,0,0,0
5,11.022898704119024,1,1,5,1,5,1,1,0,0,1,0
2,10.515831319492468,1,1,4,1,0,1,1,1,0,0,0
7,26.6460622271848,0,1,3,1,0,2,1,0,0,0,1
11,64.04074926568704,1,1,4,1,0,3,1,0,1,0,0
2,17.463589267332175,0,1,3,1,0,1,0,0,1,0,0
1,9.414912537704955,1,1,4,1,0,1,1,1,0,0,0
1,8.984693690443855,0,1,3,1,0,1,1,0,0,0,1
2,18.04332541302768,0,1,2,1,0,1,0,1,0,0,0
21,72.77118665939898,0,1,4,1,2,4,1,1,0,0,0
14,9.607033787697222,1,1,5,1,0,1,1,1,0,0,0
1,8.628734566149145,1,1,4,1,0,1,1,0,1,0,0
8,11.08914871749076,1,1,5,1,0,1,0,0,1,0,0
8,20.515497775887155,0,1,3,1,0,1,0,1,0,0,0
1,9.407878894574996,1,1,5,1,0,1,1,0,1,0,0
2,10.848968086540824,1,1,4,1,0,1,1,0,0,0,1
3,29.131643027681143,0,1,4,1,0,2,0,0,0,1,0
7,27.338600313945463,0,1,3,1,0,1,1,0,0,0,1
9,61.19927683015105,0,1,2,1,0,3,1,0,1,0,0
4,9.642707033281852,1,1,4,1,0,1,0,1,0,0,0
3,9.865370230423,1,1,4,1,0,1,1,0,1,0,0
5,11.91709640266768,1,1,4,1,0,1,1,0,0,1,0
6,46.299988494297594,1,1,5,1,0,3,1,1,0,0,0
1,9.151969458649852,1,1,2,1,0,1,0,0,1,0,0
4,35.88642805508316,0,1,2,1,0,3,0,0,1,0,0
15,100.78804635355155,1,1,3,1,0,3,0,0,0,0,1
2,18.206178362458417,1,1,3,1,0,1,0,0,1,0,0
4,34.1436650940375,0,1,3,1,0,3,0,1,0,0,0
1,9.103089181229208,0,1,2,1,0,1,0,1,0,0,0
11,82.33421101799222,1,1,4,1,0,6,1,0,1,0,0
1,8.94023623179847,0,1,3,1,0,1,0,0,0,1,0
9,38.81819813473124,0,1,2,1,0,3,1,0,0,1,0
15,47.98924530198002,0,1,5,1,0,3,0,0,1,0,0
1,10.228826616165009,1,1,5,1,0,1,1,0,0,1,0
3,11.37315752257707,1,1,4,1,0,1,1,1,0,0,0
5,28.088885623849883,0,1,5,1,0,1,1,1,0,0,0
2,8.767173396684006,0,1,4,1,0,1,0,0,0,1,0
10,20.191807353836975,1,1,4,1,0,1,1,0,1,0,0
2,9.605822482030945,1,1,5,1,2,1,0,0,0,1,0
4,18.519298031062238,1,1,4,1,0,2,1,1,0,0,0
1,9.558035114334135,1,1,4,1,0,1,1,0,0,0,1
17,135.27478222222166,0,1,3,1,0,5,1,0,1,0,0
1,9.98345333417401,0,1,4,1,0,1,1,1,0,0,0
1,9.98345333417401,0,1,4,1,0,1,1,1,0,0,0
21,29.61618097648468,0,1,3,1,0,1,0,1,0,0,0
4,20.462024117189785,1,1,4,1,0,1,1,0,0,0,1
6,26.396889791724725,1,1,4,1,0,2,1,0,0,0,1
2,11.022408876202102,0,1,4,1,0,1,1,0,0,1,0
7,28.18860620385568,0,1,5,1,0,2,1,0,0,0,1
8,35.193277561747486,1,1,3,1,0,4,0,1,0,0,0
4,10.873982338423795,1,1,3,1,0,1,1,0,0,0,1
2,18.199034820633305,0,1,3,1,0,2,1,1,0,0,0
3,10.032056653330836,1,1,3,1,0,1,1,0,1,0,0
8,36.74478299830689,1,1,6,1,0,1,0,0,0,1,0
7,59.06724696826302,1,1,2,1,0,2,0,1,0,0,0
3,11.07462203286291,1,1,3,1,0,1,0,0,0,1,0
6,53.39028445658937,1,1,3,1,0,3,1,0,1,0,0
2,19.910283488796942,0,1,2,1,0,1,0,0,0,0,1
3,9.844109029016629,1,1,4,1,0,1,0,1,0,0,0
18,146.12694172952212,0,1,3,1,0,7,0,1,0,0,0
24,85.95723294479987,0,1,3,1,0,5,1,0,1,0,0
2,7.901377353792616,0,1,2,1,0,1,0,0,0,1,0
15,89.1083181916259,1,1,3,1,1,3,1,1,0,0,0
1,10.275085591132717,1,1,2,1,0,1,1,1,0,0,0
7,46.06449719080838,1,1,5,1,0,2,1,0,0,1,0
6,41.964360949709864,0,1,3,1,0,1,1,0,0,1,0
5,10.0650109866928,1,1,3,1,0,1,1,1,0,0,0
3,10.57380101668713,1,1,2,1,0,1,0,1,0,0,0
3,26.537952104321867,1,1,4,1,0,2,1,0,0,1,0
4,34.47348378852256,0,1,3,1,0,2,1,0,0,0,1
1,9.82271124250884,1,1,4,1,0,1,1,1,0,0,0
46,114.50533972732707,1,1,5,1,0,3,0,0,0,1,0
1,9.820431977398805,1,1,4,1,0,1,0,1,0,0,0
1,9.691160293655768,0,1,4,1,0,1,1,1,0,0,0
1,11.034066744876965,1,1,5,1,0,1,0,1,0,0,0
2,10.933053396853715,1,1,5,1,0,1,0,0,0,1,0
3,11.220525614617934,1,1,5,1,0,1,1,0,0,0,1
2,10.652566005416872,0,1,3,1,0,1,0,1,0,0,0
3,27.80698601080412,1,1,2,1,0,3,0,0,1,0,0
19,124.56955380232147,0,1,3,1,0,6,0,1,0,0,0
1,11.531099315549092,1,1,2,1,0,1,0,1,0,0,0
5,37.05393314734895,1,1,5,1,0,1,1,0,1,0,0
1,8.697679732264463,1,1,3,1,0,1,1,1,0,0,0
7,55.31092087210477,1,1,4,1,0,3,0,0,1,0,0
16,109.11570695749538,1,1,3,1,0,6,0,0,1,0,0
43,236.63035392369878,0,1,4,1,6,6,1,1,0,0,0
7,31.35712064093405,1,1,2,1,0,2,1,1,0,0,0
7,61.77206372606163,0,1,3,1,0,3,0,0,1,0,0
2,11.68888516130934,0,1,4,1,0,1,1,1,0,0,0
2,21.72962269530842,1,1,2,1,0,2,1,1,0,0,0
49,281.09985608938956,1,1,3,1,0,5,1,0,0,1,0
1,10.714950959914116,1,1,4,1,0,1,1,0,0,1,0
1,10.714950959914116,0,1,5,1,0,1,1,0,0,1,0
8,47.45062311103759,0,1,5,0,0,3,1,1,0,0,0
25,149.64199679807598,0,1,2,0,0,4,0,1,0,0,0
10,69.36127927499027,0,1,4,1,0,3,0,1,0,0,0
31,204.40548072784748,0,1,3,1,4,5,1,1,0,0,0
10,55.12612993276859,1,1,5,1,0,1,1,1,0,0,0
6,18.7527352869184,1,1,3,1,0,1,1,1,0,0,0
36,207.8069470798332,0,1,2,1,5,5,1,1,0,0,0
51,153.22998497003996,0,1,4,1,0,5,1,1,0,0,0
2,18.206178362458417,0,1,3,1,0,2,0,1,0,0,0
1,11.224002623082317,0,1,2,1,1,1,0,1,0,0,0
29,174.99719388078734,0,1,2,1,0,7,1,0,1,0,0
21,165.50435043403132,0,1,2,1,3,6,1,1,0,0,0
6,53.20727566500705,0,1,5,1,0,3,1,0,1,0,0
8,78.3821628198531,0,1,4,1,1,2,0,1,0,0,0
12,68.70658443812064,1,1,3,1,0,4,0,1,0,0,0
27,180.89775471284787,1,1,4,1,3,6,1,0,0,0,1
5,31.335370056152346,1,1,3,1,0,3,1,1,0,0,0
2,20.687609742823007,1,1,4,1,0,1,1,0,0,1,0
18,70.83777716058592,0,1,4,1,0,4,0,0,1,0,0
37,155.82552776229906,0,1,4,1,0,4,1,1,0,0,0
1,10.016548344820142,1,1,3,1,0,1,1,1,0,0,0
3,20.473791131052305,1,1,2,1,0,2,1,1,0,0,0
15,19.857058482680614,0,1,5,1,0,1,1,0,0,0,1
10,10.357774570341576,0,1,4,1,0,1,0,1,0,0,0
1,11.51505319973629,1,1,4,1,1,1,1,1,0,0,0
14,87.69935530078911,1,1,3,1,0,4,1,0,1,0,0
21,98.83150999783561,1,1,3,1,0,3,1,0,0,0,1
1,10.692308483164355,0,1,2,1,0,1,1,1,0,0,0
3,11.162956556656033,0,1,3,1,0,1,0,1,0,0,0
2,10.650483509456365,1,1,3,1,0,1,1,0,0,0,1
5,41.35426275320194,0,1,2,1,0,4,0,1,0,0,0
4,11.576472870114568,0,1,2,1,0,1,0,0,0,1,0
15,64.52838889581669,1,1,4,1,0,3,1,0,0,0,1
1,10.411629578672915,1,1,3,1,0,1,0,0,0,1,0
4,20.670250402632043,0,1,5,1,0,2,1,0,0,1,0
25,115.78792023017846,0,1,3,1,0,3,1,0,0,1,0
1,10.064372648053766,1,1,3,1,0,1,0,1,0,0,0
16,34.78202627924445,1,1,2,1,0,2,0,0,0,1,0
31,132.91580966781905,0,1,2,1,0,4,0,1,0,0,0
21,137.99447413659863,1,1,3,1,1,5,1,0,1,0,0
30,168.29557729639325,1,1,4,1,0,8,1,0,0,0,1
7,39.634606130978945,0,1,4,1,0,3,0,1,0,0,0
1,9.955178267941482,0,1,2,1,0,1,0,0,0,0,1
1,10.367158673708657,1,1,5,1,0,1,1,0,0,1,0
14,104.24503529011547,1,1,2,1,0,6,0,0,1,0,0
1,10.401288725179366,0,1,4,1,0,1,0,0,0,1,0
1,10.228826616165009,1,1,4,1,0,1,1,0,0,1,0
1,9.51148146411212,0,1,4,1,0,1,1,1,0,0,0
8,72.66325286775307,1,1,3,1,0,2,0,1,0,0,0
2,11.10476171881173,0,1,3,1,0,1,0,0,0,1,0
1,10.267157970987247,1,1,5,1,0,1,0,0,0,1,0
6,46.095655188679345,1,1,2,1,0,2,0,1,0,0,0
30,221.08843298693031,1,1,3,1,1,6,0,0,0,0,1
13,100.71428855631959,1,1,4,1,0,5,0,1,0,0,0
41,164.3827835223408,1,1,3,1,1,5,1,1,0,0,0
4,20.638362147404074,0,1,3,1,0,2,0,1,0,0,0
5,39.50921462131723,0,1,3,1,0,2,0,1,0,0,0
2,11.396043273431912,1,1,3,1,0,1,1,0,0,1,0
23,179.56895795858622,1,1,2,1,5,9,1,1,0,0,0
13,105.89354153647996,0,1,4,1,4,3,1,0,0,1,0
5,19.666552384556304,1,1,3,1,0,2,0,1,0,0,0
3,10.606857304116248,0,1,3,1,0,1,1,1,0,0,0
1,9.850192255477904,0,1,5,1,0,1,1,1,0,0,0
30,150.46683056886593,0,1,2,1,0,5,0,0,0,1,0
17,116.13446730559929,0,1,5,1,0,6,0,1,0,0,0
1,9.989389981536831,1,1,4,1,0,1,1,1,0,0,0
1,12.640555956708043,0,1,5,1,1,1,1,0,0,0,1
3,20.05160757286224,0,1,5,1,0,1,1,1,0,0,0
26,104.95999460417997,1,1,4,1,0,4,0,1,0,0,0
2,12.353082173634636,0,1,4,1,2,1,1,1,0,0,0
25,183.1365883039123,0,1,5,1,0,3,1,1,0,0,0
43,218.31194651421498,1,1,4,1,0,6,0,0,0,1,0
26,145.78867958971884,0,1,4,1,0,6,1,1,0,0,0
2,20.514495937970523,1,1,4,1,0,2,1,1,0,0,0
1,10.228826616165009,0,1,3,1,0,1,1,0,0,1,0
1,10.33172473098649,1,1,4,1,0,1,0,1,0,0,0
13,19.73142578698606,1,1,3,1,0,1,0,1,0,0,0
4,38.25539044569826,1,1,5,1,0,2,0,0,1,0,0
12,96.58284639732516,1,1,3,1,0,4,0,1,0,0,0
37,92.20847038609419,0,1,5,1,0,4,1,0,0,1,0
6,59.01929592494176,1,1,4,1,0,2,1,1,0,0,0
23,124.11156800355744,1,1,3,1,1,4,1,1,0,0,0
11,87.49838026135569,1,1,3,1,0,6,1,0,1,0,0
16,66.52067048000596,0,1,3,1,0,5,0,1,0,0,0
19,123.1612065742553,1,1,3,1,2,6,1,1,0,0,0
1,11.659939309494137,0,1,3,1,1,1,1,1,0,0,0
2,12.394777949449178,0,1,2,1,2,1,0,1,0,0,0
1,10.367158673708657,1,1,5,1,0,1,1,0,0,1,0
3,20.697132589915384,0,1,2,1,0,1,0,1,0,0,0
1,9.850192255477904,1,1,3,1,0,1,1,1,0,0,0
13,76.26510009822375,1,1,5,1,0,5,1,1,0,0,0
2,10.68251421973945,0,1,4,1,0,1,1,1,0,0,0
1,11.659939309494137,0,1,3,1,1,1,1,1,0,0,0
10,47.75969268959823,1,1,2,1,0,3,1,1,0,0,0
1,9.508294505698569,0,1,5,1,0,1,1,1,0,0,0
13,100.10586783995385,0,1,3,1,0,5,0,1,0,0,0
2,10.960287773389798,0,1,4,1,0,1,0,0,0,1,0
13,80.2339059356333,0,1,4,1,0,5,0,0,0,1,0
36,54.23375253132339,0,1,5,1,0,1,0,0,1,0,0
1,11.701634909033103,0,1,3,1,1,1,0,1,0,0,0
3,20.1073309437354,1,1,2,1,0,2,0,0,1,0,0
10,37.807192609021904,1,1,3,1,0,2,1,1,0,0,0
