scd,gender,age_grp,weekday,total_qty,total_amt,event_product,amt/qty,num_category,ctg_0,ctg_1,ctg_2,ctg_3
20230102974003,1,4,1,4,11.518599338066032,1,2.879649834516508,1,1,0,0,0
20230102974019,0,3,1,4,24.232721545662372,0,6.654316916040791,1,0,0,1,0
20230102974030,0,2,1,1,11.635541248510416,1,11.635541248510416,1,1,0,0,0
20230102974038,1,5,1,50,13.945003431738265,1,0.2789000686347653,1,1,0,0,0
20230102974062,1,3,1,6,11.675664870161452,0,1.9459441450269086,1,0,0,0,1
20230102974070,0,2,1,6,17.901434986816984,0,5.191624539175194,2,1,0,1,0
20230102974091,0,3,1,2,10.974471674086764,1,5.487235837043382,1,0,0,0,1
20230102974108,1,3,1,4,36.05463324531481,0,9.013658311328703,3,1,1,0,1
20230102974164,0,4,1,4,10.27035042286235,0,2.5675876057155875,1,1,0,0,0
20230102974182,1,3,1,1,10.540090836284206,1,10.540090836284206,1,0,0,0,1
20230102974195,0,4,1,8,81.64817679617096,8,10.20602209952137,3,1,0,0,1
20230102974264,1,4,1,1,9.497097016351464,0,9.497097016351464,1,1,0,0,0
20230102974280,1,3,1,39,49.76167877212703,4,1.780106593715352,1,0,0,0,1
20230102974310,0,4,1,1,9.576024610072505,0,9.576024610072505,1,0,0,0,1
20230102974326,0,3,1,30,13.51777949645943,1,0.45059264988198106,1,1,0,0,0
20230102974357,0,3,1,2,10.761407371083951,1,5.380703685541976,1,0,0,0,1
20230102974358,1,4,1,13,73.22533670357197,0,6.115654710566792,3,1,1,0,1
20230102974443,0,3,1,1,9.549736900114642,0,9.549736900114642,1,1,0,0,0
20230102974496,1,4,1,2,10.8257404751745,1,5.41287023758725,1,0,0,0,1
20230102974542,1,3,1,2,10.154440804489605,1,5.077220402244802,1,0,0,0,1
20230102974571,1,5,1,4,26.491504411884303,0,7.342483124260994,2,0,1,1,0
20230102974590,1,5,1,1,10.063861683597258,1,10.063861683597258,1,1,0,0,0
20230102974622,0,2,1,1,9.53914039514886,0,9.53914039514886,1,1,0,0,0
20230102974625,0,3,1,1,9.549736900114642,0,9.549736900114642,1,1,0,0,0
20230102974644,1,6,1,1,8.294299608857235,0,8.294299608857235,1,1,0,0,0
20230102974655,0,4,1,20,13.586353964492936,1,0.6793176982246468,1,1,0,0,0
20230102974657,1,5,1,3,11.172531548605455,1,3.7241771828684853,1,1,0,0,0
20230102974658,0,3,1,5,16.819992441794913,0,3.437569806165423,2,1,0,1,0
20230102974691,1,3,1,50,14.08595821743248,1,0.28171916434864963,1,1,0,0,0
20230102974702,1,3,1,1,9.75724717031312,0,9.75724717031312,1,1,0,0,0
20230102974728,0,3,1,4,34.296485284890075,0,8.574121321222519,3,1,0,1,1
20230102974761,0,3,1,4,16.64656133005232,0,5.300816210807413,2,1,0,1,0
20230102974770,1,4,1,7,62.74466472309698,0,8.963523531870997,5,1,1,1,0
20230102974771,1,5,1,12,78.89554360314631,0,7.362463376881109,3,1,0,0,1
20230102974777,1,6,1,3,19.293277715899084,0,7.197593683062637,2,1,1,0,0
20230102974794,1,3,1,15,12.7837276020201,1,0.85224850680134,1,1,0,0,0
20230102974829,1,3,1,8,64.8657537612963,0,8.551298536026923,4,1,1,0,1
20230102974855,1,3,1,1,9.99884318585288,0,9.99884318585288,1,1,0,0,0
20230102974868,1,3,1,3,27.877153979660164,0,9.292384659886721,3,1,1,0,1
20230102974874,1,3,1,12,25.612102219861516,0,2.5769404509788,2,0,1,0,1
20230102974886,1,4,1,3,20.696548347300503,2,7.739855541205067,2,1,0,0,1
20230102974894,1,4,1,5,21.829415466689973,2,6.539353875407993,1,0,0,0,1
20230102974899,1,3,1,1,10.702907332678867,0,10.702907332678867,1,0,0,1,0
20230102974912,1,5,1,1,8.503702601233739,0,8.503702601233739,1,0,1,0,0
20230102974966,0,5,1,2,20.18773847692343,2,10.093869238461714,1,0,0,0,1
20230102974987,1,2,1,2,11.014110753870373,1,5.507055376935186,1,1,0,0,0
20230102974990,0,3,1,2,17.718692193414782,0,8.859346096707391,2,1,0,0,1
20230102974992,1,6,1,4,32.14266834544027,0,8.035667086360068,2,1,1,0,0
20230102975000,0,3,1,11,59.037136706750644,0,6.840741792627661,2,1,0,0,1
20230102975010,1,2,1,22,73.03472933992342,0,6.248807710699102,5,1,1,0,1
20230102975015,1,3,1,1,12.087103281464428,1,12.087103281464428,1,0,0,0,1
20230102975021,0,2,1,3,29.325005777401238,0,9.775001925800412,2,1,0,0,0
20230102975032,1,4,1,1,10.075716685048787,1,10.075716685048787,1,1,0,0,0
20230102975046,0,3,1,1,9.92852157025577,0,9.92852157025577,1,1,0,0,0
20230102975055,1,4,1,1,9.055205875026193,0,9.055205875026193,1,0,1,0,0
20230102975069,0,2,1,11,54.95100852701613,0,5.717506073800685,2,0,1,0,1
20230102975075,0,2,1,3,29.06302196659809,3,9.68767398886603,1,0,0,0,1
20230102975081,1,3,1,3,11.970312336604502,1,3.9901041122015006,1,0,0,0,1
20230102975085,0,2,1,7,58.269396271539,0,8.324199467362714,2,0,1,0,1
20230102975114,1,4,1,6,36.24930605429057,0,7.537635552175466,2,1,1,0,0
20230102975115,1,5,1,1,10.01971382150426,1,10.01971382150426,1,0,0,0,1
20230102975116,0,3,1,3,19.198394139528443,1,7.15816943574735,2,0,1,0,1
20230102975126,1,4,1,10,12.59808432743854,1,1.2598084327438541,1,0,0,0,1
20230102975145,1,2,1,1,9.99884318585288,0,9.99884318585288,1,1,0,0,0
20230102975210,0,5,1,5,36.09762395903664,0,7.8165619051102215,3,0,1,0,0
20230102975218,1,3,1,5,11.12086017692508,0,2.224172035385016,1,1,0,0,0
20230102975226,0,3,1,25,13.234328633664228,1,0.5293731453465691,1,1,0,0,0
20230102975230,1,2,1,27,36.77229479723893,3,1.762171848632158,2,1,0,0,0
20230102975236,1,5,1,4,11.490015013387122,1,2.8725037533467805,1,0,0,0,1
20230102975288,1,4,1,3,11.27358901344873,1,3.75786300448291,1,1,0,0,0
20230102975292,0,2,1,1,9.051696278536586,0,9.051696278536586,1,0,1,0,0
20230102975303,1,5,1,1,10.799759233696244,1,10.799759233696244,1,0,0,1,0
20230102975313,0,3,1,5,37.42581828094187,0,8.131806801964817,3,0,1,0,1
20230102975320,1,3,1,10,11.862532489912535,1,1.1862532489912536,1,1,0,0,0
20230102975350,1,3,1,1,9.09301972939964,0,9.09301972939964,1,1,0,0,0
20230102975359,1,5,1,12,48.51449564456418,0,5.500320394457679,3,1,1,1,0
20230102975360,1,2,1,10,10.48628959258962,0,1.048628959258962,1,1,0,0,0
20230102975361,1,3,1,1,11.043705528557028,0,11.043705528557028,1,0,0,0,1
20230102975362,1,3,1,1,8.455743229100015,0,8.455743229100015,1,1,0,0,0
20230102975382,1,3,1,1,8.696844519654313,0,8.696844519654313,1,0,0,1,0
20230102975401,1,3,1,3,11.482095054577623,1,3.827365018192541,1,1,0,0,0
20230102975403,1,4,1,42,26.29732793022942,2,3.246997979093923,1,1,0,0,0
20230102975432,0,2,1,18,87.02841781348846,0,7.849639677095529,6,1,1,0,1
20230102975434,0,3,1,1,9.846970109700957,1,9.846970109700957,1,0,0,0,1
20230102975463,0,4,1,11,62.484296482179346,0,7.330496633438268,5,1,1,1,1
20230102975479,1,2,1,5,11.973547726472583,1,2.394709545294517,1,1,0,0,0
20230102975492,1,2,1,11,44.14030623410365,0,5.543227282117629,1,1,0,0,0
20230102975494,1,4,1,1,8.418697944667139,0,8.418697944667139,1,1,0,0,0
20230102975516,1,2,1,17,88.02150159119923,0,6.742240773622624,7,1,1,1,1
20230102975529,1,4,1,4,22.32541258230537,2,5.581353145576342,1,1,0,0,0
20230102975531,1,4,1,2,18.059013961493363,0,9.029506980746682,1,0,1,0,0
20230102975581,1,6,1,9,38.522203786532366,0,5.137247793910488,4,1,1,0,1
20230102975588,1,4,1,6,12.17524223513757,1,2.029207039189595,1,1,0,0,0
20230102975593,1,3,1,3,11.21520652458772,1,3.738402174862573,1,1,0,0,0
20230102975609,1,4,1,15,74.93723406453152,0,6.120909602867797,3,1,0,1,1
20230102975624,0,3,1,18,64.16722395174453,0,5.267829717073339,3,0,1,1,0
20230102975666,0,3,1,5,11.465424968821374,1,2.2930849937642748,1,1,0,0,0
20230102975691,0,3,1,6,12.372573885094956,1,2.062095647515826,1,1,0,0,0
20230102975694,0,5,1,10,10.357774570341576,0,1.0357774570341576,1,1,0,0,0
20230102975701,0,3,1,4,18.808628562988513,0,4.702157140747128,2,1,0,1,0
20230102975703,0,4,1,3,9.957312639231036,0,3.319104213077012,1,0,0,0,1
20230102975719,1,2,1,3,26.09482485677982,0,8.69827495225994,3,0,1,1,0
20230102975737,1,3,1,2,20.81773924038739,0,10.408869620193695,1,1,0,0,0
20230102975747,1,3,1,3,10.153740306328956,0,3.384580102109652,1,1,0,0,0
20230102975763,0,4,1,2,9.231220849555536,0,4.615610424777768,1,0,0,0,1
20230102975779,0,3,1,5,33.88039679473242,0,7.3650990654526804,1,1,0,0,0
20230102975792,0,2,1,2,10.76884282073053,1,5.384421410365265,1,1,0,0,0
20230102975812,1,4,1,4,22.693379026506427,2,5.673344756626607,2,1,0,0,1
20230102975827,1,5,1,14,20.709418238993948,0,1.781673566534121,2,1,1,0,0
20230102975829,1,3,1,2,9.924906519909428,1,4.962453259954714,1,1,0,0,0
20230102975838,0,4,1,1,11.631437124005004,1,11.631437124005004,1,1,0,0,0
20230102975848,1,2,1,7,33.26824322976756,3,6.28123527530862,2,1,0,0,1
20230102975878,0,2,1,61,50.514416865427535,0,2.5482248798008516,2,1,0,1,0
20230102975896,1,4,1,3,11.230920580082737,1,3.7436401933609122,1,1,0,0,0
20230102975903,1,3,1,13,41.93556115664097,0,8.132102763360514,2,1,0,0,1
20230102975930,1,3,1,3,11.5238159478014,1,3.841271982600467,1,1,0,0,0
20230102975973,1,4,1,2,10.750771127107004,1,5.375385563553502,1,1,0,0,0
20230102975989,1,3,1,1,10.510886194753596,1,10.510886194753596,1,0,0,0,1
20230102975991,1,4,1,8,22.845908019043968,2,2.855738502380496,1,1,0,0,0
20230102976000,1,5,1,1,10.671487070998,1,10.671487070998,1,1,0,0,0
20230102976015,0,3,1,14,81.5884739822067,0,7.193481084752609,5,1,1,0,1
20230102976022,0,3,1,13,36.264109018574786,0,4.144277630130517,2,0,0,1,1
20230102976024,1,3,1,1,9.62819507773027,0,9.62819507773027,1,0,1,0,1
20230102976031,1,3,1,1,10.601049971569482,1,10.601049971569482,1,0,0,0,1
20230102976034,1,3,1,1,10.104549080704135,0,10.104549080704135,1,1,0,0,0
20230102976066,1,4,1,12,12.55314917168707,1,1.0460957643072557,1,0,0,0,1
20230102976068,0,4,1,1,11.589247413040994,1,11.589247413040994,1,1,0,0,0
20230102976070,1,4,1,16,120.1233879657231,0,7.945408310157083,4,1,0,1,1
20230102976076,0,5,1,3,20.991316778495666,2,7.691003010195442,2,0,0,0,1
20230102976091,1,3,1,7,12.574790778271222,1,1.7963986826101745,1,0,0,0,1
20230102976109,1,4,1,1,9.834566107069708,1,9.834566107069708,1,1,0,0,0
20230102976113,1,5,1,3,9.992001966066868,0,3.3306673220222893,1,0,1,0,0
20230102976127,0,5,1,10,11.90821228291114,1,1.1908212282911141,1,1,0,0,0
20230102976143,1,3,1,4,34.53941040567838,0,8.634852601419595,4,1,1,1,0
20230102976189,1,5,1,1,9.99884318585288,0,9.99884318585288,1,1,0,0,0
20230102976193,1,4,1,7,61.78563065244901,0,8.826518664635573,4,0,1,1,1
20230102976212,1,3,1,6,18.094230621746433,0,3.0157051036244056,1,1,0,0,0
20230102976236,1,5,1,1,11.55200193695202,1,11.55200193695202,1,0,0,0,1
20230102976246,1,3,1,11,53.1454296678172,0,6.676196427017562,4,0,1,1,0
20230102976259,0,5,1,7,27.01994283479805,0,5.003062111970267,3,0,1,1,1
20230102976279,0,4,1,11,18.506584264996153,0,5.177504551384873,2,1,0,1,0
20230102976283,0,4,1,15,110.46574200058927,0,8.05059316337797,4,1,1,1,0
20230102976315,1,5,1,1,10.940224437486153,1,10.940224437486153,1,1,0,0,0
20230102976320,0,3,1,1,9.99884318585288,0,9.99884318585288,1,1,0,0,0
20230102976322,0,5,1,1,9.462731997649378,0,9.462731997649378,1,1,0,0,0
20230102976367,0,5,1,20,12.285234965776402,0,0.6142617482888201,1,0,0,0,1
20230102976383,1,5,1,5,22.841927523510137,2,4.728426792078174,2,1,0,0,1
20230102976408,1,5,1,1,9.559305672844864,0,9.559305672844864,1,1,0,0,0
20230102976409,0,3,1,10,12.335569033461384,1,1.2335569033461384,1,1,0,0,0
20230102976410,1,5,1,10,12.6058080367833,1,1.26058080367833,1,1,0,0,0
20230102976416,1,4,1,3,11.30867726675831,1,3.769559088919437,1,1,0,0,0
20230102976417,1,3,1,2,10.86710070530468,1,5.43355035265234,1,1,0,0,0
20230102976449,0,4,1,8,53.58897586009644,0,7.384675403133489,4,1,1,0,1
20230102976452,1,3,1,2,18.60297890880606,0,9.30148945440303,2,0,1,1,0
20230102976460,1,3,1,1,7.898782356970309,0,7.898782356970309,1,0,0,1,0
20230102976466,0,5,1,1,9.580178302441196,0,9.580178302441196,1,1,0,0,0
20230102976471,0,5,1,4,38.322888228951115,0,9.580722057237779,2,1,0,0,0
20230102976473,1,5,1,7,17.60600994798243,0,2.558430032454001,1,0,1,0,0
20230102976478,1,2,1,6,9.74455043597491,0,1.6240917393291516,1,0,0,1,0
20230102976494,0,3,1,1,9.887815383141833,0,9.887815383141833,1,1,0,0,0
20230102976503,1,3,1,37,121.66975782372114,0,6.784949302311209,6,1,1,1,1
20230102976507,1,3,1,10,12.217264779284289,1,1.221726477928429,1,1,0,0,0
20230102976530,0,4,1,12,23.496011604478934,2,2.5722048077428674,1,1,0,0,0
20230102976533,0,3,1,8,29.18339927968713,0,3.765205115021729,3,0,1,1,0
20230102976543,1,2,1,1,9.103089181229208,0,9.103089181229208,1,0,1,0,0
20230102976547,0,3,1,2,17.454259830486333,0,8.727129915243166,2,0,0,1,1
20230102976555,0,3,1,10,12.574669737388652,1,1.257466973738865,1,0,0,0,1
20230102976557,1,2,1,20,11.179422814759526,0,0.5589711407379763,1,1,0,0,0
20230102976569,1,3,1,1,9.491752831414368,1,9.491752831414368,1,1,0,0,0
20230102976586,1,2,1,1,10.513497659473217,0,10.513497659473217,1,1,0,0,0
20230102976592,0,2,1,3,11.30867726675831,1,3.769559088919437,1,1,0,0,0
20230102976593,1,3,1,3,30.427400815809875,3,10.142466938603292,2,1,0,0,1
20230102976645,1,5,1,2,10.997372015964007,0,5.498686007982004,1,0,0,0,1
20230102976667,1,3,1,5,44.50654777959683,0,8.901309555919365,3,1,0,1,1
20230102976678,1,4,1,1,10.32098004085701,1,10.32098004085701,1,1,0,0,0
20230102976681,0,3,1,3,9.087494541977335,0,3.0291648473257786,1,0,0,1,0
20230102976689,0,5,1,7,10.982509191439233,0,1.5689298844913189,1,0,0,0,1
20230102976700,1,4,1,5,29.528759528090106,3,6.499640371436727,2,1,0,1,0
20230102976707,1,2,1,10,12.217264779284289,1,1.221726477928429,1,1,0,0,0
20230102976708,1,4,1,11,40.32992275888352,0,3.7690010923881108,3,1,1,0,0
20230102976718,1,3,1,8,56.30807617340353,0,7.69038783026268,3,1,1,0,0
20230102976727,1,4,1,4,27.928292243015758,0,7.7327755654543795,2,0,0,0,1
20230102976732,1,4,1,10,34.28876533015951,0,4.453892094273598,3,1,0,1,1
20230102976735,0,5,1,5,19.284736154713194,0,5.965558040214538,2,1,0,0,0
20230102976757,1,5,1,3,11.254271309528791,1,3.7514237698429302,1,1,0,0,0
20230102976768,1,4,1,25,88.77576416630374,0,5.268520447223625,4,1,1,1,1
20230102976788,1,4,1,1,10.35134142713608,1,10.35134142713608,1,1,0,0,0
20230102976832,1,4,1,2,10.791666834249208,1,5.395833417124604,1,1,0,0,0
20230102976853,1,4,1,26,124.7764366344152,0,6.474435702529671,4,1,1,1,1
20230102976860,1,4,1,4,11.603469760513912,1,2.900867440128478,1,1,0,0,0
20230102976883,0,5,1,1,8.686598356276965,0,8.686598356276965,1,0,0,1,0
20230102976905,1,3,1,1,9.414912537704955,0,9.414912537704955,1,1,0,0,0
20230102976916,1,2,1,2,11.000815683693476,0,5.500407841846738,1,0,0,1,0
20230102976926,0,3,1,29,85.39316518831264,1,4.613370789396587,4,1,1,1,1
20230102976959,0,3,1,16,18.829268132665483,0,4.687493591550623,2,1,1,0,0
20230102977009,1,3,1,1,8.254268770090183,0,8.254268770090183,1,0,0,1,0
20230102977091,1,4,1,3,11.174300913780872,1,3.7247669712602907,1,1,0,0,0
20230102977130,0,2,1,1,9.501889955954454,0,9.501889955954454,1,1,0,0,0
20230102977136,1,4,1,3,24.367170698144363,0,8.122390232714787,2,0,0,1,1
20230102977178,1,3,1,7,29.03587161621617,1,5.346671774155144,2,1,0,0,1
20230102977201,0,3,1,8,38.291806441019475,0,4.786475805127434,1,0,0,0,1
20230102977226,1,3,1,3,19.082739936912585,0,6.984208461142026,2,0,0,0,1
20230102977239,0,4,1,1,10.403353336065775,1,10.403353336065775,1,1,0,0,0
20230102977262,1,5,1,7,38.31180439288367,0,5.944362791137254,4,0,1,0,1
20230102977292,0,3,1,1,12.12703484943049,1,12.12703484943049,1,0,0,0,1
20230102977293,1,5,1,3,11.298506245754997,1,3.766168748584999,1,1,0,0,0
20230102977304,0,3,1,5,36.21087811411594,0,7.945636911401831,2,1,0,0,0
20230102977330,1,4,1,4,11.045813650395022,1,2.7614534125987555,1,0,0,0,1
20230102977334,0,4,1,1,8.683385366280309,0,8.683385366280309,1,0,0,0,1
20230102977351,1,3,1,13,90.52839656517813,0,7.9640180664275935,6,1,1,1,1
20230102977360,1,3,1,3,11.726026761206368,1,3.9086755870687893,1,1,0,0,0
20230102977388,0,4,1,19,69.76784120111161,0,4.9671844997015455,3,1,0,1,0
20230102977439,1,3,1,1,12.04701243364906,1,12.04701243364906,1,0,0,0,1
20230102977445,0,2,1,6,12.327768018006472,1,2.0546280030010786,1,0,0,0,1
20230102977455,1,4,1,2,19.03257073131637,1,9.516285365658185,2,1,0,0,0
20230102977456,1,3,1,4,27.858706413182816,0,7.661519693872534,1,0,1,0,0
20230102977487,0,4,1,2,11.000815683693476,0,5.500407841846738,1,0,0,1,0
20230102977531,1,4,1,1,10.355486312549846,0,10.355486312549846,1,0,0,1,0
20230102977550,1,3,1,14,61.70160760399761,0,5.721078230188954,3,0,1,1,1
20230102977559,1,5,1,6,11.889997957243736,0,1.9816663262072893,1,0,0,0,1
20230102977561,1,3,1,4,11.239764121259311,0,2.809941030314828,1,0,0,0,1
20230102977575,0,3,1,20,10.515451792270389,0,0.5257725896135195,1,0,0,1,0
20230102977577,0,3,1,5,33.695970858629074,0,7.274399162350179,2,1,0,1,0
20230102977624,0,5,1,3,15.714281928561885,0,5.8003639056939065,2,1,0,0,1
20230102977626,0,3,1,3,32.399277701088735,3,10.799759233696244,1,0,0,1,0
20230102977643,0,4,1,6,10.797389515931872,0,1.7995649193219787,1,0,1,0,0
20230102977678,0,2,1,2,18.110411750052386,0,9.055205875026193,2,1,1,0,0
20230102977688,1,4,1,21,112.1584960782265,0,7.140400457459383,7,1,1,1,1
20230102977722,1,3,1,1,9.421897054038473,0,9.421897054038473,1,0,1,0,1
20230102977750,1,3,1,2,9.364691031806109,0,4.682345515903054,1,0,0,0,1
20230102977757,1,2,1,16,98.14082381489659,0,7.123831659520661,4,1,0,0,1
20230102977766,1,4,1,1,9.883947890661512,0,9.883947890661512,1,0,0,0,1
20230102977808,0,5,1,4,22.703687617826375,2,7.628402984373624,1,0,0,0,1
20230102977841,1,3,1,1,8.962776046120291,0,8.962776046120291,1,1,0,0,0
20230102977878,1,4,1,3,27.33829475308626,0,9.11276491769542,3,1,0,1,1
20230102978033,0,3,1,6,41.61563097991218,0,7.512023412163069,4,1,0,1,1
20230102978038,0,5,1,3,24.489377398232534,0,8.163125799410844,2,0,1,0,1
20230102978158,1,4,1,3,28.015433570719445,2,9.338477856906481,2,1,0,0,1
20230102978223,0,3,1,10,10.335951554811068,0,1.0335951554811067,1,1,0,0,0
20230102978274,0,3,1,2,18.81537574881911,0,9.407687874409556,2,1,0,1,0
20230102978322,1,4,1,4,35.014247192689794,0,8.753561798172449,4,1,1,0,1
20230102978342,0,3,1,3,16.476851538231827,0,6.145615235132931,1,1,0,0,0
20230102978382,1,4,1,4,17.07908319016,0,4.26977079754,1,0,0,1,0
20230102978386,0,2,1,1,9.152605321324945,0,9.152605321324945,1,0,0,0,1
20230102978586,0,3,1,1,10.35204407807524,0,10.35204407807524,1,0,0,0,1
20230102978587,1,3,1,8,30.91697716462481,0,3.9595902655126287,2,1,0,1,0
20230102978611,1,2,1,4,17.753926680524543,0,4.438481670131136,1,0,0,1,0
20230102978619,0,4,1,3,25.40087407981838,0,8.466958026606127,1,0,0,1,0
20230102978624,0,3,1,2,19.389368612755668,0,9.694684306377834,1,1,0,0,0
20230102978674,1,3,1,1,10.073947369564896,1,10.073947369564896,1,1,0,0,0
20230102978706,1,2,1,2,10.058994455134526,0,5.029497227567263,1,1,0,0,0
20230102978718,0,5,1,2,11.239606415354215,1,5.619803207677108,1,1,0,0,0
20230102978741,0,3,1,1,10.097531796025065,0,10.097531796025065,1,1,0,0,0
20230102978761,1,4,1,5,46.368152461509204,2,9.273630492301841,4,1,1,0,0
20230102978811,0,5,1,4,11.250092090487838,0,2.8125230226219595,1,0,0,0,1
20230102978883,0,2,1,8,13.102701340224897,1,1.637837667528112,1,0,0,0,1
20230102978951,1,3,1,2,9.5078490052457,0,4.75392450262285,1,0,1,0,0
20230102979020,0,5,1,1,9.22276289197474,0,9.22276289197474,1,0,0,1,0
20230102979023,0,3,1,2,16.32400229669558,0,8.16200114834779,2,1,0,0,1
20230102979124,0,3,1,17,61.99767652319443,0,5.45175856390153,4,1,1,1,1
20230102979135,0,2,1,4,11.460210107298234,1,2.8650525268245586,1,1,0,0,0
20230102979139,1,3,1,3,9.400712766959847,0,3.133570922319949,1,0,0,1,0
20230102979233,0,4,1,6,54.688738273457496,0,9.114789712242915,2,1,0,1,0
20230102979247,1,5,1,1,11.603679828238691,1,11.603679828238691,1,1,0,0,0
20230102979274,0,4,1,2,17.663131758242127,0,8.831565879121063,2,1,0,0,0
20230102979276,0,3,1,11,55.13918622768143,0,7.714419422233263,4,1,1,0,1
20230102979310,1,5,1,1,10.278046617948409,0,10.278046617948409,1,1,0,0,0
20230102979340,0,4,1,5,31.359848293758954,2,6.887890496044896,2,1,0,0,1
20230102979342,1,5,1,8,36.77869981339981,0,6.13666703546502,4,0,1,1,1
20230102979352,1,3,1,1,10.142268204629737,1,10.142268204629737,1,1,0,0,0
20230102979367,1,5,1,2,11.471113397155788,1,5.735556698577894,1,1,0,0,0
20230102979434,1,3,1,2,16.91175034538918,0,8.45587517269459,1,0,1,0,0
20230102979482,0,5,1,1,8.949624747754216,0,8.949624747754216,1,0,0,1,0
20230102979557,1,3,1,4,10.489300047824898,0,2.6223250119562245,1,0,0,0,1
20230102979629,1,4,1,2,18.760091822230677,0,9.380045911115339,2,1,1,0,0
20230102979669,1,4,1,6,53.298572460816324,1,8.883095410136054,4,1,1,1,0
20230102979684,1,4,1,2,19.61957507463306,0,9.80978753731653,2,1,0,0,0
20230102979719,0,3,1,11,98.86219715823471,0,8.987472468930427,6,1,1,1,1
20230102979746,1,4,1,1,8.319229938632326,0,8.319229938632326,1,1,0,0,0
20230102979802,0,3,1,22,70.87164897878877,0,5.078423151215751,6,1,1,1,1
20230102979828,0,3,1,2,10.944241182249897,1,5.472120591124948,1,1,0,0,0
20230102979841,1,5,1,7,18.906794314689023,0,3.2399727800527987,1,0,0,1,0
20230102979873,1,4,1,2,10.7211285344439,0,5.36056426722195,1,1,0,0,0
20230102979878,1,2,1,8,12.254410326392092,1,1.5318012907990115,1,1,0,0,0
20230102979923,1,5,1,3,24.759930843481264,0,8.253310281160422,1,0,0,0,1
20230102980051,1,3,1,10,11.757211921477383,0,1.1757211921477384,1,0,0,0,1
20230102980064,1,3,1,11,46.83849941226818,0,5.5444839378442365,4,1,0,1,1
20230102980084,1,3,1,1,10.25822061223752,1,10.25822061223752,1,1,0,0,0
20230102980147,0,4,1,3,11.714371314468302,0,3.9047904381561005,1,0,0,1,0
20230102980170,0,3,1,7,26.722024882242163,0,6.236059710417898,2,1,0,0,1
20230102980182,1,3,1,1,9.99884318585288,0,9.99884318585288,1,1,0,0,0
20230102980240,1,5,1,10,12.335569033461384,1,1.2335569033461384,1,1,0,0,0
20230102980287,0,5,1,2,11.06135882507916,0,5.53067941253958,1,0,0,0,1
20230102980298,1,6,1,1,9.883947890661512,0,9.883947890661512,1,0,0,0,1
20230102980303,0,2,1,2,20.781219814352838,2,10.390609907176419,2,1,0,0,1
20230102980314,0,3,1,11,10.805740210106356,0,0.9823400191005778,1,1,0,0,0
20230102980321,1,3,1,21,56.87493566659446,0,5.028949216970895,4,1,0,1,1
20230102980334,1,2,1,7,29.998830279721442,0,7.214673375718735,1,0,0,0,1
20230102980349,0,3,1,1,10.155840330434325,0,10.155840330434325,1,1,0,0,0
20230102980406,1,3,1,3,26.38280438344347,0,8.79426812781449,1,0,0,1,0
20230102980415,1,3,1,4,19.145486205770645,0,6.372016524051143,2,0,0,1,1
20230102980424,0,5,1,8,34.75150672670093,0,4.981067081431532,1,0,0,0,1
20230102980437,1,3,1,4,9.801454826970977,0,2.450363706742744,1,0,1,0,0
20230102980472,0,3,1,2,10.76884282073053,1,5.384421410365265,1,1,0,0,0
20230102980478,0,3,1,5,30.52160229922702,0,6.589979863002244,1,0,1,0,0
20230102980501,1,4,1,6,37.07324902823468,0,6.914187173223305,4,1,0,0,1
20230102980517,1,4,1,10,12.335569033461384,1,1.2335569033461384,1,1,0,0,0
20230102980537,1,4,1,5,43.55276015545121,0,8.710552031090241,3,1,0,0,1
20230102980562,1,3,1,27,117.03116303438846,0,5.040519789761195,6,1,1,1,1
20230102980585,0,4,1,6,44.883265325037826,0,8.001823598694521,3,0,1,1,0
20230102980586,0,4,1,2,11.000815683693476,0,5.500407841846738,1,0,0,1,0
20230102980605,0,5,1,3,17.738833478196852,0,6.59054671636037,1,0,0,0,1
20230102980634,0,5,1,2,21.22882497307951,2,10.614412486539756,2,1,0,0,1
20230102980644,0,4,1,11,10.75775393342989,0,0.9779776303118083,1,0,0,0,1
20230102980660,0,3,1,1,8.105609402299896,0,8.105609402299896,1,1,0,0,0
20230102980729,1,5,1,20,87.16970760503318,0,4.8921105788719546,2,0,0,1,1
20230102980743,0,4,1,1,8.946374826141717,0,8.946374826141717,1,0,1,0,0
20230102980757,0,4,1,6,37.522388520716916,0,6.883999352282654,1,0,0,0,1
20230102980768,1,4,1,7,12.078210864525834,1,1.7254586949322621,1,1,0,0,0
20230102980808,1,3,1,1,9.462731997649378,0,9.462731997649378,1,1,0,0,0
20230102980866,0,3,1,1,9.84219708409302,0,9.84219708409302,1,1,0,0,0
20230102980911,1,4,1,2,16.203350168907814,0,8.101675084453907,1,0,0,0,1
20230102980923,0,3,1,2,14.875590243343865,0,7.4377951216719325,1,0,1,0,0
20230102980929,0,2,1,2,21.73698962246017,2,10.868494811230086,2,1,0,0,1
20230102981013,1,5,1,4,34.84304997518903,0,8.710762493797258,1,0,0,1,0
20230102981033,1,5,1,10,78.98609849633304,0,8.156567804656277,4,1,1,1,0
20230102981071,1,4,1,2,19.02773702375442,0,9.51386851187721,2,0,1,1,0
20230102981097,1,3,1,3,26.14474451492005,0,8.714914838306683,2,0,0,1,1
20230102981127,1,4,1,2,11.49289621199639,1,5.746448105998195,1,0,0,1,0
20230102981128,0,2,1,26,46.63004062846888,0,3.2884991468436326,3,1,0,1,1
