scd,gender,age_grp,weekday,total_qty,total_amt,category_0,category_1,category_2,category_3,event_product,num_category,amt/qty,prime_yn,employee_yn
20230102973977,1,3,1,1,10.364135049357838,0,1,0,0,1,1,10.364135049357838,0,Y
20230102973983,1,4,1,25,24.53883171446865,0,1,1,0,2,2,1.0998287933869089,1,N
20230102974007,1,4,1,4,34.124716295918034,1,3,0,0,0,2,8.531179073979509,1,N
20230102974021,1,4,1,1,11.594357975650766,0,1,0,0,1,1,11.594357975650766,1,Y
20230102974030,0,2,1,1,9.461332526110132,0,0,1,0,1,1,9.461332526110132,0,Y
20230102974036,1,4,1,8,32.65218279345824,1,2,0,0,3,2,4.202073761112284,1,Y
20230102974039,0,4,1,1,10.995746367232062,0,1,0,0,0,1,10.995746367232062,1,Y
20230102974052,1,5,1,1,10.328068777836522,1,0,0,0,0,1,10.328068777836522,1,N
20230102974055,1,3,1,6,12.401063605424792,0,1,0,0,1,1,2.066843934237465,1,Y
20230102974057,0,3,1,9,67.03616523706538,4,2,1,1,0,6,7.8581527190384115,0,N
20230102974065,1,5,1,1,9.413526083949446,1,0,0,0,0,1,9.413526083949446,1,Y
20230102974070,0,2,1,2,15.3339978538735,2,0,0,0,0,1,7.66699892693675,0,Y
20230102974075,0,5,1,1,8.697679732264463,0,1,0,0,0,1,8.697679732264463,0,N
20230102974094,1,3,1,1,10.024509780783578,0,0,0,1,0,1,10.024509780783578,0,Y
20230102974102,0,4,1,14,56.75752319626646,2,1,3,0,1,4,7.202433757817278,0,N
20230102974111,0,4,1,1,7.419979923661835,0,1,0,0,0,1,7.419979923661835,0,N
20230102974115,0,4,1,5,45.300210202141045,4,1,0,0,0,3,9.06004204042821,0,N
20230102974121,1,3,1,8,34.64613634497684,0,4,0,0,0,2,5.840463449763558,0,N
20230102974123,1,3,1,1,9.99884318585288,0,1,0,0,0,1,9.99884318585288,1,Y
20230102974134,1,2,1,1,9.99884318585288,0,1,0,0,0,1,9.99884318585288,1,Y
20230102974138,0,6,1,4,17.13693824190451,0,0,0,2,0,1,4.284234560476127,0,N
20230102974146,0,4,1,9,77.06943507455793,9,0,0,0,0,2,8.56327056383977,1,Y
20230102974148,1,3,1,41,64.02857036025236,1,3,3,0,0,3,3.7659804727749253,1,Y
20230102974151,0,4,1,2,18.111196209066453,0,2,0,0,2,1,9.055598104533226,1,N
20230102974160,1,4,1,2,9.148784066277075,1,0,0,0,0,1,4.574392033138538,1,Y
20230102974164,0,4,1,6,19.373006099552242,0,1,1,0,0,2,3.5596787807421095,1,Y
20230102974166,0,4,1,22,69.72794378372383,2,2,3,1,0,5,5.210129683364444,1,N
20230102974173,0,5,1,23,73.47114294539796,4,2,1,1,1,5,5.615307523424203,1,N
20230102974178,1,3,1,6,34.838945601546584,0,4,0,0,0,2,6.450154286931563,1,N
20230102974188,1,5,1,32,189.50427494949668,8,8,3,2,0,7,6.927147734509884,0,Y
20230102974194,0,5,1,6,36.892077241069984,1,3,0,0,0,3,6.874085599004129,0,Y
20230102974195,0,4,1,3,21.994369756325803,0,2,0,0,2,1,7.929368468174559,0,Y
20230102974200,0,5,1,15,26.36279887567322,3,0,0,0,0,1,2.74126865117204,1,N
20230102974222,1,3,1,13,94.22940747934486,3,5,1,1,0,5,7.962793923351643,0,N
20230102974228,1,4,1,5,37.151815895383905,0,4,0,0,0,2,8.063431386402524,0,Y
20230102974244,1,5,1,2,11.320565693461432,0,1,0,0,1,1,5.660282846730716,1,Y
20230102974258,1,4,1,6,36.41376430358659,4,0,0,0,0,1,6.73403174088363,1,Y
20230102974273,1,4,1,32,55.843541061766636,1,0,5,0,0,2,2.5174594277444444,1,N
20230102974275,1,3,1,3,11.501945404127063,1,0,0,0,1,1,3.8339818013756877,1,Y
20230102974279,1,3,1,12,20.399242617355423,2,0,0,0,0,1,1.6999368847796186,0,Y
20230102974280,1,3,1,4,11.625405576054227,0,0,0,1,1,1,2.906351394013557,1,Y
20230102974282,0,4,1,44,151.5173038937944,2,4,11,0,0,4,4.342368696316349,0,N
20230102974297,0,2,1,1,8.479283618343016,1,0,0,0,0,1,8.479283618343016,0,N
20230102974301,1,5,1,1,10.609279450629153,0,1,0,0,1,1,10.609279450629153,0,Y
20230102974304,1,3,1,1,9.090768236835338,0,1,0,0,0,1,9.090768236835338,0,N
20230102974307,0,4,1,42,142.8045584428892,2,10,2,2,1,5,6.595266269959899,1,N
20230102974316,0,3,1,6,43.909214698552645,3,2,0,0,0,3,7.918772896489545,0,N
20230102974324,0,4,1,6,12.222890430456332,1,0,0,0,1,1,2.037148405076055,0,Y
20230102974334,0,3,1,38,13.754167990986875,0,1,0,0,1,1,0.36195178923649673,0,Y
20230102974351,1,3,1,11,78.3504088837559,2,5,2,0,0,3,7.691773148776584,1,N
20230102974369,0,4,1,12,68.39021411749816,3,4,0,0,0,5,7.18794490704701,0,N
20230102974377,0,3,1,4,27.36002555300858,1,2,0,0,0,2,7.503859551875117,1,Y
20230102974402,1,4,1,5,31.808244448984347,1,1,1,0,3,3,7.028729916390364,0,Y
20230102974429,0,4,1,1,10.34631266940137,0,0,0,1,0,1,10.34631266940137,0,N
20230102974433,0,4,1,4,10.404293143019792,1,0,0,0,1,1,2.601073285754948,0,N
20230102974441,1,5,1,5,37.75820125854372,4,0,0,0,0,2,8.153673595495238,1,Y
20230102974450,1,4,1,3,11.131606478690143,0,1,0,0,1,1,3.7105354928967142,1,Y
20230102974452,0,2,1,3,10.98252618769156,0,1,0,0,0,1,3.6608420625638534,1,Y
20230102974457,1,4,1,2,20.493742342004108,1,0,1,0,2,2,10.246871171002054,0,Y
20230102974468,0,2,1,4,11.419284890598735,0,1,0,0,1,1,2.854821222649684,1,Y
20230102974491,1,4,1,8,12.660254899268963,0,1,0,0,1,1,1.5825318624086204,0,Y
20230102974492,1,4,1,3,11.898357919328156,0,0,1,0,1,1,3.9661193064427187,1,Y
20230102974493,0,5,1,4,36.399191141575606,1,1,1,1,3,4,9.099797785393902,0,N
20230102974499,1,5,1,2,21.36578309304032,0,1,0,1,2,2,10.68289154652016,1,Y
20230102974509,0,4,1,1,9.976319711185798,1,0,0,0,0,1,9.976319711185798,0,Y
20230102974510,0,3,1,4,33.87321582639959,1,1,1,1,0,4,8.468303956599897,0,N
20230102974511,0,4,1,3,22.645534465449096,0,2,0,0,2,1,8.544800822889307,1,N
20230102974527,0,4,1,4,17.41522210235159,0,1,1,0,0,2,4.353805525587897,0,N
20230102974532,1,5,1,10,12.158566906133968,0,1,0,0,1,1,1.2158566906133967,1,Y
20230102974536,1,4,1,8,12.457146489317395,1,0,0,0,1,1,1.5571433111646744,1,Y
20230102974547,1,4,1,4,31.8196926765602,0,3,0,0,3,1,8.737819423761175,1,Y
20230102974576,0,4,1,3,24.167959135011213,0,1,2,0,0,2,8.05598637833707,1,N
20230102974577,1,5,1,1,8.609042845046117,1,0,0,0,0,1,8.609042845046117,0,N
20230102974580,0,4,1,4,33.58985116704167,3,0,1,0,0,3,8.397462791760418,1,N
20230102974588,1,4,1,1,10.516969037677818,1,0,0,0,0,1,10.516969037677818,0,N
20230102974601,1,4,1,16,104.79525560317173,4,7,1,0,0,5,7.595981895820958,0,Y
20230102974606,0,4,1,4,28.079078727591153,2,1,0,0,0,2,7.954747476882595,1,Y
20230102974611,0,4,1,13,86.36019670382368,0,4,3,3,0,5,7.24963759783355,0,N
20230102974622,0,2,1,2,9.79618069954762,0,1,0,0,0,1,4.89809034977381,0,Y
20230102974633,1,3,1,50,13.927474920148452,0,1,0,0,1,1,0.27854949840296905,1,Y
20230102974635,1,4,1,7,42.54931947573059,0,3,1,0,4,2,7.409435152094105,1,Y
20230102974636,0,3,1,8,35.97664722846636,0,3,1,0,0,4,6.9822003457583754,0,N
20230102974637,0,3,1,3,26.73264135831977,0,3,0,0,0,1,8.910880452773258,0,Y
20230102974642,1,3,1,3,10.559892944867965,0,0,1,0,1,1,3.5199643149559883,0,Y
20230102974644,1,6,1,10,35.71801904428954,0,0,4,0,0,1,3.8797221911358237,1,Y
20230102974648,1,3,1,1,10.644877128219813,0,1,0,0,1,1,10.644877128219813,0,Y
20230102974688,1,4,1,1,9.208438564686588,0,1,0,0,0,1,9.208438564686588,0,N
20230102974702,1,3,1,1,10.847568533391785,0,0,1,0,1,1,10.847568533391785,0,Y
20230102974718,1,5,1,5,26.082077064762096,0,1,1,1,0,3,5.77594176493574,1,N
20230102974735,0,4,1,4,34.24142988578474,0,2,2,0,0,3,8.560357471446185,0,N
20230102974736,0,5,1,1,10.412020550242234,1,0,0,0,0,1,10.412020550242234,1,N
20230102974754,0,5,1,17,13.39841052587237,0,1,0,0,1,1,0.7881417956395511,1,Y
20230102974758,1,4,1,12,44.40534477632258,0,3,0,1,4,2,4.555050429195423,1,Y
20230102974761,0,3,1,46,245.74368298333866,8,12,5,3,0,8,6.450830533398651,1,Y
20230102974763,1,2,1,5,46.014272454092385,3,2,0,0,0,3,9.202854490818478,0,Y
20230102974770,1,4,1,2,18.203665737186437,0,2,0,0,0,2,9.101832868593219,0,Y
20230102974775,1,4,1,13,59.09054615145914,2,3,2,0,0,4,6.799818107137349,1,N
20230102974781,0,5,1,7,44.148568400383674,1,2,0,1,4,3,6.861724442191197,1,N
20230102974787,0,4,1,22,141.56660968361956,5,4,6,2,0,7,7.079997044771553,0,N
20230102974798,1,3,1,7,36.40891768275005,0,4,0,0,0,2,6.312077483447463,1,N
20230102974801,0,5,1,1,10.412020550242234,1,0,0,0,0,1,10.412020550242234,1,N
20230102974811,1,3,1,4,32.73823509799972,0,3,0,0,3,1,9.025739821354653,0,Y
20230102974815,0,3,1,5,43.461779831219815,1,2,2,0,0,3,8.692355966243962,0,N
20230102974825,0,4,1,1,9.70996348123418,0,1,0,0,0,1,9.70996348123418,0,N
20230102974829,1,3,1,3,19.354985492747698,0,2,0,0,0,2,7.3480979657124035,1,Y
20230102974845,0,3,1,1,11.635541248510416,0,1,0,0,1,1,11.635541248510416,0,Y
20230102974847,1,2,1,4,23.399785904750193,0,0,2,1,0,2,6.436122183122393,1,N
20230102974862,0,5,1,1,10.32098004085701,0,1,0,0,1,1,10.32098004085701,1,Y
20230102974886,1,4,1,4,11.318964431519245,0,1,0,0,0,1,2.829741107879811,0,Y
20230102974887,0,5,1,12,19.719713044846024,2,0,0,0,0,1,2.827272201671334,0,N
20230102974899,1,3,1,2,19.10515208300246,0,1,1,0,0,2,9.55257604150123,1,Y
20230102974900,1,4,1,2,9.677903525682558,0,1,0,0,0,1,4.838951762841279,0,N
20230102974904,1,4,1,1,10.627430633893226,0,1,0,0,1,1,10.627430633893226,1,Y
20230102974908,0,5,1,2,20.024719426743495,0,0,0,2,0,1,10.012359713371747,1,N
20230102974912,1,5,1,13,94.81492773532148,6,2,1,2,1,6,7.885993932282986,0,Y
20230102974921,0,4,1,3,28.054475072980654,3,0,0,0,3,1,9.351491690993551,0,N
20230102974938,0,3,1,5,32.11362877249204,0,3,0,0,2,1,8.085729354032386,0,Y
20230102974944,0,4,1,1,10.283669040109793,1,0,0,0,0,1,10.283669040109793,0,Y
20230102974963,1,3,1,5,11.308738595005508,0,1,0,0,1,1,2.2617477190011015,1,Y
20230102974976,0,3,1,5,16.80530523885151,2,0,0,0,0,2,5.224013420589762,0,N
20230102974979,1,4,1,1,9.332558004700433,0,1,0,0,0,1,9.332558004700433,1,N
20230102974984,0,4,1,2,16.798439264555533,1,1,0,0,0,2,8.399219632277767,1,N
20230102974987,1,2,1,1,9.613870275449836,0,1,0,0,1,1,9.613870275449836,1,Y
20230102974990,0,3,1,18,94.68728070553466,3,3,5,0,0,5,7.0528019011624385,1,Y
20230102975010,1,2,1,44,96.43210302377958,3,1,5,1,0,5,4.514615128061586,1,Y
20230102975042,0,2,1,6,12.2847035879011,0,1,0,0,1,1,2.047450597983517,1,Y
20230102975051,0,3,1,1,11.07039691512464,0,1,0,0,1,1,11.07039691512464,0,Y
20230102975064,1,4,1,5,29.575184090737885,3,0,0,0,2,2,6.52153084776252,0,N
20230102975069,0,2,1,10,9.154087430425385,1,0,0,0,0,1,0.9154087430425385,1,Y
20230102975074,0,3,1,1,9.90792768056215,0,1,0,0,1,1,9.90792768056215,0,Y
20230102975081,1,3,1,3,22.4483081432973,0,1,0,1,2,2,8.495418321876246,1,Y
20230102975099,1,5,1,25,25.16676329422548,0,2,0,0,2,1,1.0448953795097147,0,Y
20230102975101,0,4,1,4,18.68593637055467,2,0,0,0,0,2,5.957429185497138,0,N
20230102975105,1,4,1,1,10.644877128219813,0,1,0,0,1,1,10.644877128219813,0,Y
20230102975107,0,3,1,3,28.242607307616655,1,1,1,0,2,3,9.414202435872218,1,N
20230102975108,1,5,1,16,47.15279924039697,0,4,0,0,4,1,2.947049952524811,1,Y
20230102975115,1,5,1,1,11.597275804538212,0,1,0,0,1,1,11.597275804538212,0,Y
20230102975116,0,3,1,3,26.118118858842244,0,1,1,1,0,3,8.706039619614081,1,Y
20230102975125,0,3,1,17,68.6504965206015,1,0,7,0,0,2,4.398424485371998,1,N
20230102975133,1,5,1,12,70.3505666604698,3,4,0,0,0,3,6.437283412543112,0,Y
20230102975147,0,3,1,12,12.78812903482923,0,1,0,0,1,1,1.0656774195691026,1,Y
20230102975156,0,4,1,17,108.06207104006992,2,7,2,2,0,6,6.989407622798212,1,N
20230102975176,1,4,1,5,11.685120925465174,0,1,0,0,1,1,2.3370241850930347,0,Y
20230102975177,1,4,1,1,10.086350629348315,0,1,0,0,1,1,10.086350629348315,1,Y
20230102975203,1,4,1,2,20.27395119343768,1,1,0,0,2,2,10.13697559671884,1,Y
20230102975212,1,5,1,8,33.96710862024815,0,3,0,0,3,1,6.054788503468939,1,Y
20230102975219,1,3,1,18,52.24223456239528,4,0,0,1,2,3,3.2681421448679977,1,Y
20230102975241,0,4,1,1,11.177466714598282,0,1,0,0,1,1,11.177466714598282,0,N
20230102975242,1,3,1,3,12.03585948532911,0,1,0,0,1,1,4.01195316177637,0,Y
20230102975245,0,4,1,4,26.31748624256813,2,0,0,1,0,3,7.1903731671069835,0,N
20230102975248,1,3,1,10,11.185684488851868,1,0,0,0,1,1,1.1185684488851868,1,Y
20230102975267,1,5,1,1,9.959442464680574,0,1,0,0,0,1,9.959442464680574,0,Y
20230102975302,0,5,1,9,76.52412784864445,2,3,4,0,0,4,8.502680872071606,1,N
20230102975317,0,3,1,26,107.9091345223262,3,3,7,0,0,4,6.7767808032650825,1,N
20230102975326,1,5,1,30,13.315873771712749,0,1,0,0,1,1,0.4438624590570916,1,Y
20230102975344,1,6,1,10,84.8605025845926,4,5,0,0,0,3,8.885963422471402,0,Y
20230102975345,0,2,1,9,78.34585745955111,2,6,0,1,1,5,8.705095273283456,0,N
20230102975347,0,4,1,1,9.75272280064639,0,1,0,0,1,1,9.75272280064639,0,N
20230102975355,0,3,1,2,9.212737496575905,1,0,0,0,0,1,4.606368748287952,1,N
20230102975359,1,5,1,4,10.335659503472856,1,0,0,0,0,1,2.583914875868214,1,Y
20230102975388,1,5,1,15,12.33268767516291,1,0,0,0,1,1,0.8221791783441941,0,N
20230102975416,0,4,1,3,21.14986577934007,1,0,0,1,0,2,7.825589885679034,1,Y
20230102975426,1,4,1,1,9.090655529030204,0,0,0,1,0,1,9.090655529030204,0,N
20230102975430,1,3,1,4,26.22311745481761,2,1,0,0,0,3,7.184466327387438,0,N
20230102975432,0,2,1,9,67.97129600199851,0,5,1,2,0,4,7.993143469028648,0,Y
20230102975434,0,3,1,2,11.910365121788654,0,0,0,1,1,1,5.955182560894327,0,Y
20230102975441,1,4,1,6,28.372480880021588,0,2,0,1,0,2,4.728746813336931,1,N
20230102975453,1,5,1,3,18.910813779204148,0,1,1,0,0,2,7.016964713530527,0,N
20230102975455,0,4,1,2,19.146570531704533,1,1,0,0,1,2,9.573285265852267,1,N
20230102975456,1,2,1,2,10.91157320200468,0,1,0,0,1,1,5.45578660100234,0,Y
20230102975473,0,2,1,2,10.988288231867656,0,1,0,0,1,1,5.494144115933828,0,Y
20230102975488,0,3,1,2,11.281938736194991,0,1,0,0,0,1,5.640969368097496,1,Y
20230102975493,1,4,1,1,11.533668826108128,0,1,0,0,1,1,11.533668826108128,1,N
20230102975496,0,2,1,1,8.16194579946869,0,1,0,0,0,1,8.16194579946869,1,N
20230102975500,0,3,1,6,43.663809322296316,1,4,0,0,0,3,7.806089793918034,1,N
20230102975503,0,4,1,3,21.291370154018487,0,2,0,0,2,1,7.964147904102203,1,Y
20230102975523,1,3,1,10,12.158566906133968,0,1,0,0,1,1,1.2158566906133967,1,Y
20230102975537,1,3,1,4,35.83431416881146,2,1,1,0,0,4,8.958578542202865,1,Y
20230102975557,0,2,1,2,10.253122775683622,0,1,0,0,1,1,5.126561387841811,1,Y
20230102975568,0,3,1,2,15.722705123409751,1,1,0,0,0,2,7.861352561704876,1,N
20230102975584,1,3,1,10,12.335569033461384,0,1,0,0,1,1,1.2335569033461384,1,Y
20230102975586,1,2,1,1,8.486527777105353,0,1,0,0,0,1,8.486527777105353,1,N
20230102975599,1,3,1,1,11.777356822297673,0,1,0,0,1,1,11.777356822297673,0,N
20230102975609,1,4,1,15,84.39745722818611,2,2,2,4,0,5,7.292120216102009,1,Y
20230102975621,1,5,1,4,10.913505393637529,0,0,0,1,0,1,2.728376348409382,1,Y
20230102975632,1,4,1,10,12.623535492071955,0,1,0,0,1,1,1.2623535492071956,1,Y
20230102975639,1,4,1,1,8.007034012193408,1,0,0,0,0,1,8.007034012193408,1,N
20230102975640,1,4,1,1,9.465060106725137,1,0,0,0,0,1,9.465060106725137,0,N
20230102975648,1,3,1,6,11.442878466658192,0,1,0,0,1,1,1.9071464111096985,1,Y
20230102975662,0,4,1,12,29.499532092555036,2,1,0,0,0,2,2.8895026057030933,1,N
20230102975708,1,4,1,3,32.73352561139028,1,1,0,1,3,3,10.911175203796759,1,Y
20230102975722,1,5,1,6,27.682363257398812,1,2,0,0,0,2,5.585174087198561,0,Y
20230102975732,1,5,1,16,14.544063974261505,0,1,0,0,1,1,0.909003998391344,0,N
20230102975760,1,2,1,10,12.434884103869232,0,1,0,0,1,1,1.2434884103869233,1,Y
20230102975767,1,4,1,2,11.318964431519245,0,1,0,0,0,1,5.659482215759622,0,Y
20230102975771,1,3,1,2,10.20459164531955,0,0,0,1,1,1,5.102295822659775,1,Y
20230102975776,0,5,1,6,44.34397307771968,1,3,0,1,0,3,7.919777948697698,0,N
20230102975777,0,3,1,32,13.368874957117404,0,1,0,0,1,1,0.4177773424099189,0,N
20230102975782,0,2,1,2,12.186864341588876,0,0,0,1,1,1,6.093432170794438,0,Y
20230102975797,1,3,1,6,51.291229005135975,0,1,5,0,0,2,8.548538167522663,0,Y
20230102975808,1,3,1,12,84.25485531059718,0,0,9,1,0,2,7.555453336707979,0,Y
20230102975814,0,6,1,2,10.73537441400955,0,0,1,0,1,1,5.367687207004775,0,Y
20230102975826,0,4,1,11,87.747520985256,1,9,0,0,0,3,8.307780251260072,0,N
20230102975840,1,5,1,2,10.902113746328313,0,1,0,0,1,1,5.451056873164156,0,Y
20230102975844,1,4,1,2,12.2904183895416,0,1,0,0,1,1,6.1452091947708,0,Y
20230102975864,0,4,1,4,26.92440306195909,1,0,2,0,0,2,7.35174801155974,1,Y
20230102975869,0,4,1,1,10.686064017922495,0,1,0,0,1,1,10.686064017922495,0,Y
20230102975871,1,3,1,5,31.2382860122121,0,3,0,0,3,1,7.939315845332227,1,Y
20230102975888,1,3,1,40,13.734780864369938,0,1,0,0,1,1,0.34336952160924844,1,Y
20230102975889,1,4,1,5,49.59068858593297,1,3,1,0,5,3,9.918137717186594,0,Y
20230102975900,0,3,1,22,69.90956763529147,0,1,6,1,0,3,4.84217627307814,1,N
20230102975901,1,3,1,1,11.973516181427836,0,0,0,1,1,1,11.973516181427836,0,Y
20230102975903,1,3,1,9,32.53426786179395,1,1,0,1,0,3,7.960265043872212,0,Y
20230102975904,1,5,1,5,11.310454260675549,0,1,0,0,1,1,2.2620908521351097,0,Y
20230102975912,1,4,1,11,23.332871813392266,0,2,0,0,2,1,2.6271008667821723,1,Y
20230102975942,0,4,1,1,11.771482491094766,0,1,0,0,1,1,11.771482491094766,0,N
20230102975956,0,4,1,3,17.763671452600214,1,0,1,0,0,2,6.601212655949361,0,N
20230102975963,1,4,1,4,26.336855774929326,1,0,2,0,0,2,7.264030633016536,0,N
20230102975990,1,4,1,21,91.59994561868841,0,0,11,0,0,1,4.514483232449403,1,N
20230102975999,1,2,1,2,12.24514430911458,0,1,0,0,1,1,6.12257215455729,1,Y
20230102976025,1,2,1,7,55.464155603815286,2,4,0,0,0,5,8.396663542535697,0,Y
20230102976033,1,4,1,4,9.177507214880942,1,0,0,0,0,1,2.2943768037202354,0,N
20230102976066,1,4,1,3,10.839129829592064,0,1,0,0,1,1,3.613043276530688,0,Y
20230102976070,1,4,1,21,143.7071364165196,7,1,6,3,0,5,7.740341142230121,1,Y
20230102976074,0,3,1,6,11.807213172099004,0,1,0,0,1,1,1.9678688620165008,1,Y
20230102976076,0,5,1,7,12.078210864525834,0,1,0,0,1,1,1.7254586949322621,1,Y
20230102976083,1,3,1,4,12.039126282337568,0,1,0,0,1,1,3.009781570584392,0,Y
20230102976090,1,3,1,5,40.885464999251525,0,2,0,2,4,2,8.897602060299654,1,Y
20230102976109,1,4,1,12,34.671098164437005,0,3,0,0,2,1,3.428519220919039,1,Y
20230102976113,1,5,1,3,9.94318891938768,0,1,0,0,0,1,3.31439630646256,1,Y
20230102976120,1,4,1,1,8.681520484837913,1,0,0,0,0,1,8.681520484837913,1,N
20230102976123,0,3,1,6,59.908624092801546,2,4,0,0,6,2,9.984770682133592,0,Y
20230102976127,0,5,1,2,12.2904183895416,0,1,0,0,1,1,6.1452091947708,0,Y
20230102976150,1,3,1,7,11.61032437095736,0,1,0,0,1,1,1.6586177672796227,0,Y
20230102976159,0,4,1,5,33.71529608649756,2,1,1,0,0,3,7.387526325455713,0,N
20230102976168,0,4,1,11,94.27176884669464,2,6,3,0,0,5,8.570160804244967,0,N
20230102976177,0,4,1,2,10.745981033208576,0,1,0,0,1,1,5.372990516604288,0,Y
20230102976183,1,5,1,1,12.35017731849889,0,0,0,1,1,1,12.35017731849889,0,N
20230102976199,1,3,1,26,80.09467323189031,4,2,1,1,4,5,6.149812489795522,1,Y
20230102976213,1,3,1,1,11.594357975650766,0,1,0,0,1,1,11.594357975650766,1,Y
20230102976246,1,3,1,1,7.912423121473705,1,0,0,0,0,1,7.912423121473705,1,Y
20230102976254,1,5,1,25,40.825191543490945,1,0,3,0,0,2,1.9136945214748111,1,Y
20230102976275,1,3,1,1,10.516969037677818,1,0,0,0,0,1,10.516969037677818,0,N
20230102976287,1,2,1,1,10.495681159256453,1,0,0,0,0,1,10.495681159256453,1,N
20230102976291,1,4,1,10,12.631565845711505,0,1,0,0,1,1,1.2631565845711505,0,Y
20230102976299,1,5,1,17,100.30767439691313,1,3,1,6,0,6,6.801638937766787,0,Y
20230102976321,0,2,1,1,11.364344246857838,0,0,0,1,0,1,11.364344246857838,1,Y
20230102976324,0,3,1,2,8.026496938945412,1,0,0,0,0,1,4.013248469472706,0,N
20230102976325,0,3,1,20,13.27405560915162,0,1,0,0,1,1,0.663702780457581,0,N
20230102976326,1,4,1,1,11.01208317481314,0,0,0,1,1,1,11.01208317481314,0,Y
20230102976340,1,3,1,6,33.08760600251208,1,2,0,0,3,2,5.51460100041868,0,Y
20230102976374,0,3,1,4,11.069400170037524,0,0,0,1,0,1,2.767350042509381,1,Y
20230102976384,1,3,1,1,9.99884318585288,0,1,0,0,0,1,9.99884318585288,0,Y
20230102976411,0,5,1,27,90.05373683031841,9,1,0,0,0,2,3.842475670497046,1,N
20230102976417,1,3,1,2,10.726148691628156,0,1,0,0,1,1,5.363074345814078,1,Y
20230102976433,1,4,1,4,20.028639597117376,1,0,1,0,2,2,5.007159899279344,0,Y
20230102976446,0,4,1,4,11.47573229496146,0,1,0,0,1,1,2.868933073740365,1,Y
20230102976451,1,5,1,2,11.49289621199639,0,0,1,0,1,1,5.746448105998195,1,Y
20230102976452,1,3,1,4,35.932288292966255,1,3,0,0,0,2,8.983072073241564,0,Y
20230102976455,0,3,1,9,12.397110273442197,0,1,0,0,1,1,1.3774566970491329,0,Y
20230102976467,0,4,1,2,11.583970895183208,0,1,0,0,1,1,5.791985447591604,1,Y
20230102976475,1,4,1,4,13.14882807745641,0,1,0,0,1,1,3.2872070193641023,0,N
20230102976481,1,5,1,8,42.62931920319555,0,3,1,0,4,2,6.081230462400329,0,Y
20230102976524,0,4,1,2,10.893047333337728,0,1,0,0,1,1,5.446523666668864,0,N
20230102976528,0,4,1,17,45.74181638824224,3,0,1,1,0,3,3.71556900241015,1,N
20230102976543,1,2,1,2,18.206178362458417,0,2,0,0,0,1,9.103089181229208,0,Y
20230102976547,0,3,1,2,9.42011495555144,0,0,1,0,0,1,4.71005747777572,0,Y
20230102976559,0,4,1,7,54.934744010013446,4,1,1,0,1,4,8.394642064231071,1,N
20230102976564,0,4,1,3,17.91190609882437,0,2,0,0,0,2,6.642866632881883,0,N
20230102976569,1,3,1,2,11.233224789593368,0,1,0,0,1,1,5.616612394796684,0,Y
20230102976595,0,5,1,3,20.512297147805597,2,0,0,0,0,1,7.505944652979428,1,Y
20230102976599,0,5,1,1,10.627430633893226,0,1,0,0,1,1,10.627430633893226,1,Y
20230102976605,1,5,1,2,11.320565693461432,0,1,0,0,1,1,5.660282846730716,1,Y
20230102976607,0,5,1,4,11.652348219392874,0,1,0,0,1,1,2.9130870548482184,0,N
20230102976609,1,4,1,1,11.631437124005004,0,1,0,0,1,1,11.631437124005004,0,Y
20230102976622,0,4,1,12,50.08673290714542,0,5,0,1,0,3,5.142885571516117,0,N
20230102976630,0,4,1,4,11.751950239425476,0,1,0,0,1,1,2.937987559856369,1,N
20230102976634,1,5,1,12,12.09503493393769,0,1,0,0,1,1,1.007919577828141,1,Y
20230102976639,0,5,1,2,8.909640602443098,1,0,0,0,0,1,4.454820301221549,1,N
20230102976643,1,3,1,1,10.11662117122102,0,1,0,0,1,1,10.11662117122102,0,Y
20230102976644,0,3,1,77,14.340328432020288,0,1,0,0,1,1,0.18623803158467905,0,N
20230102976655,0,3,1,1,10.075716685048787,0,1,0,0,1,1,10.075716685048787,0,Y
20230102976662,1,4,1,8,12.19602736016897,0,1,0,0,1,1,1.5245034200211212,0,Y
20230102976674,0,3,1,3,9.05975001334368,1,0,0,0,0,1,3.0199166711145597,0,N
20230102976690,1,3,1,6,11.924339509680804,0,1,0,0,1,1,1.987389918280134,0,Y
20230102976693,0,4,1,12,77.10395578221738,2,2,0,5,0,5,7.344217370060132,1,N
20230102976694,0,4,1,1,10.537256209576572,0,1,0,0,1,1,10.537256209576572,1,Y
20230102976725,1,4,1,44,13.218355143058057,0,1,0,0,1,1,0.30041716234222854,1,N
20230102976732,1,4,1,5,17.77374776499824,1,0,1,0,0,2,3.693612820399501,1,Y
20230102976746,1,5,1,3,11.315790732837067,0,1,0,0,1,1,3.7719302442790226,1,Y
20230102976750,0,4,1,22,125.36520696401993,7,3,3,2,0,5,6.770112855118054,1,N
20230102976757,1,5,1,11,24.445254373398466,0,2,0,0,2,1,6.412277033563381,1,Y
20230102976769,1,3,1,1,8.356554845453426,0,0,1,0,0,1,8.356554845453426,1,N
20230102976777,1,3,1,4,12.015172396756206,0,1,0,0,1,1,3.0037930991890516,0,Y
20230102976783,1,2,1,1,11.55200193695202,0,1,0,0,1,1,11.55200193695202,1,Y
20230102976784,0,4,1,12,72.62808461000745,2,3,2,1,0,6,7.692605195911199,1,Y
20230102976788,1,4,1,1,11.155521684065778,0,0,0,1,1,1,11.155521684065778,1,Y
